,0
1163, Julian Fellowes 
1164, Juliana Moreno Angulo 
1165, Julie Abubo 
1166, Julie Ansell 
1167, Julie Baines 
1168, Julie Begey Seureau 
1169, Julie Buck 
1170, Julie Cohen 
1171, Julie Goldstein 
1172, Julie M. Anderson 
1173, Juliette Beavan 
1174, Juliette Bonass 
1175, Julio Chavezmontes 
1176, Junnosuke Itô 
1177, Juno Chopra 
1178, Junshik-Raul Yun 
1179, Justin Ardalan-Raikes 
1180, Justin Bare 
1181, Justin Benson 
1182, Justin Bergeron 
1183, Justin Bursch 
1184, Justin Cook 
1185, Justin Dittrich 
1186, Justin R. Chan 
1187, Justine Nagan 
1188, K.K. Barrett 
1189, Kabeer Aziz 
1190, Kabir Ahuja 
1191, Kang-jin Lee 
1192, Kareem Abeed 
1193, Karen Bove 
1194, Karen Konicek 
1195, Karen Ruth Getchell 
1196, Karim Abouobayd 
1197, Karim Amer 
1198, Karina Daves 
1199, Karl Hall 
1200, Karuna Badwal 
1201, Kate Ballen 
1202, Kate Cohen 
1203, Kate Fasulo 
1204, Kate Glover 
1205, Katherine Bridle 
1206, Katherine Bunn-Davidson 
1207, Katherine Butler 
1208, Kathryn Bigelow 
1209, Kathryn Dean 
1210, Kathy Chasen-Hay 
1211, Kathy Dziubek 
1212, Kathy Sue Holtorf 
1213, Katie Ballaine 
1214, Katja Adomeit 
1215, Katrina Kim 
1216, Katy Baldock 
1217, Katy Chevigny 
1218, Katy Drake Bettner 
1219, Kavan Ahalpara 
1220, Keiji Mita 
1221, Keith Arnold 
1222, Keith Bank 
1223, Kelly Cantley-Kashima 
1224, Kelly E. Ashton 
1225, Kelly L. Frey Sr. 
1226, Kelly McCrillis 
1227, Ken Aguado 
1228, Ken Barbet 
1229, Ken Blancato 
1230, Ken Brailsford 
1231, Ken Bretschneider 
1232, Kenneth A. Carlson 
1233, Kenneth Atchity 
1234, Kenya Barris 
1235, Kerri Borsuk 
1236, Kerry Barden 
1237, Kevin Adamson 
1238, Kevin Adler 
1239, Kevin Bright 
1240, Kevin Casey 
1241, Kevin Cavell 
1242, Kevin Connolly 
1243, Kevin Kelly Brown 
1244, Kevin McGrail 
1245, Kevin Penkin 
1246, Khadija Alami 
1247, Khalik Allah 
1248, Kiarash Anvari 
1249, Kiegan Downs 
1250, Kiel McNaughton 
1251, Kieran Barry 
1252, Kiersey Clemons 
1253, Kim Bailey 
1254, Kim Breslin 
1255, Kim Caramele 
1256, Kim Chi-Hyung 
1257, Kimberly Barton 
1258, Kimberly Dilts 
1259, Kingman Cho 
1260, Kip Andersen 
1261, Kiri Hart 
1262, Kirk Cameron 
1263, Kirk D'Amico 
1264, Kirstin Bianchi 
1265, Kirsty Bell 
1266, Kokayi Ampah 
1267, Korey Budd 
1268, Kori Adelson 
1269, Kristian Brodie 
1270, Kristin Burr 
1271, Kristina Anapau 
1272, Kristina Grozeva 
1273, Kristyn Avalos 
1274, Krisztina Pintér 
1275, Kuo-Fu Chen 
1276, Kurniawan Biantoro 
1277, Kurt Eli Mayry 
1278, Kwak Sin Ae 
1279, Kôichirô Fukushima 
1280, Lado Chikhradze 
1281, Lance Acord 
1282, Lara Alameddine 
1283, Laron Austin 
1284, Larra Anderson 
1285, Lars Ahlgreen 
1286, Laura Altmann 
1287, Laura Berwick 
1288, Laura Citarella 
1289, Laura Coxson 
1290, Laura D. Smith Ireland 
1291, Lauranne Bourrachot 
1292, Lauren Andrade 
1293, Lauren Belfer 
1294, Lauren Bratman 
1295, Laurent Baudens 
1296, Laurent Derré 
1297, Laurie Anderson 
1298, Lawrence Bender 
1299, Layla Blackman 
1300, Lee Dean 
1301, Leer Cheng 
1302, Leif Nelson 
1303, Leifur B. Dagfinnsson 
1304, Len Blavatnik 
1305, Len Dell'Amico 
1306, Leng Yi 
1307, Leon Edery 
1308, Leonardo Recalcati 
1309, Leslie Barany 
1310, Leslie Berriman 
1311, Leslie Evers 
1312, Leslie Finlay 
1313, Letty Aronson 
1314, Leyla Aliyeva 
1315, Li Cheng 
1316, Li Kang 
1317, Li Li 
1318, Liam Borkovic 
1319, Liane Escorza 
1320, Lila Avilés 
1321, Lilibet Foster 
1322, Lina Badenes 
1323, Lina Flint 
1324, Linda Davis 
1325, Linda Saffire 
1326, Lindsey Collins 
1327, Lionel Baier 
1328, Lisa Addario 
1329, Lisa Arnold 
1330, Lisa Bechard 
1331, Lisa Bruce 
1332, Lisa Ciuffetti 
1333, Lisa Clark 
1334, Lisa Hamilton Daly 
1335, Lisandro Alonso 
1336, Lise Friedman 
1337, Lishan Aklog 
1338, Liz Cardenas 
1339, Liz Davidson 
1340, Liz Hannah 
1341, Lizzie Francke 
1342, Lloyd D'Souza 
1343, Logan Cascia 
1344, Lois Boyle 
1345, Lonnie Anderson 
1346, Lorelle Adamson 
1347, Lorenzo Antonucci 
1348, Lorenzo di Bonaventura 
1349, Lori Cheatle 
1350, Lori Forte 
1351, Louis Albano 
1352, Louis Arriola 
1353, Louise Bray 
1354, Louise Killin 
1355, Luc Besson 
1356, Luca Borghese 
1357, Lucas Akoskin 
1358, Lucia Aniello 
1359, Ludvig Andersson 
1360, Luis Albores 
1361, Luis Balaguer 
1362, Luis Díaz 
1363, Luis Guerrero 
1364, Lukas Hobi 
1365, Luke Boelitz 
1366, Luke Daniels 
1367, Lumeng Cui 
1368, Luís Araújo 
1369, Lynn Harris 
1370, Lynyl Aboga-a 
1371, Ma Bolun 
1372, Mackenzie Davis 
1373, Macon Blair 
1374, Madeleine Askwith 
1375, Madeline Anbinder 
1376, Magnus Andersson 
1377, Maiken Baird 
1378, Maile Baird-Hicks 
1379, Mairi Bett 
1380, Maite Alberdi 
1381, Maite Alina Alvarez 
1382, Majed AlJonaid 
1383, Mal Haneen 
1384, Malek Akkad 
1385, Mamdouh Al-Harthy 
1386, Man Chiu Leung Carlson 
1387, Mandy Law 
1388, Manny Ahsan 
1389, Manon Ardisson 
1390, Manuel Alcalá 
1391, Marc Abraham 
1392, Marc Ambrose 
1393, Marc Baschet 
1394, Marc Bienstock 
1395, Marc Butan 
1396, Marc Dalmans 
1397, Marc Dujardin 
1398, Marc J. Francis 
1399, Marcelo Cespedes 
1400, Marcia Bass 
1401, Marco Alessi 
1402, Marco Balsamo 
1403, Marco Chimenz 
1404, Marco Jimenez 
1405, Marcos Carnevale 
1406, Marcus Clarke 
1407, Marcy Carpenter 
1408, Maren Ade 
1409, Margaret Chernin 
1410, Mari-Lynn C. Evans 
1411, Maria Allred 
1412, Maria Blasucci 
1413, Maria Cestone 
1414, Maria Giacchino 
1415, Maria Hatzakou 
1416, Maria João Mayer 
1417, Maria Teresa Arida 
1418, Mariana Agathoklis 
1419, Marie Balland 
1420, Marie Dubas 
1421, Marie Gade Denessen 
1422, Marie-Claude Beauchamp 
1423, Mariela Besuievsky 
1424, Marina Bespalov 
1425, Marina Fuentes Arredonda 
1426, Maritza Rincón 
1427, Marius Iliescu 
1428, Marjorie Chodorov 
1429, Mark Albela 
1430, Mark Allan 
1431, Mark Amin 
1432, Mark Bailey 
1433, Mark Beilby 
1434, Mark Bell 
1435, Mark Birmingham 
1436, Mark Bomback 
1437, Mark Bozek 
1438, Mark Brownlow 
1439, Mark Burg 
1440, Mark Canton 
1441, Mark Chang 
1442, Mark Ciardi 
1443, Mark Fenwick 
1444, Mark Joseph 
1445, Mark Kamine 
1446, Markus Barmettler 
1447, Marleen Beaulieu 
1448, Marshall Bear 
1449, Martha Cervantes 
1450, Martin Bell 
1451, Martin Bernfeld 
1452, Martin Cooper 
1453, Martin J. Barab 
1454, Martine Cassinelli 
1455, Marty Adelstein 
1456, Marty Bowen 
1457, Marty P. Ewing 
1458, Martyne Barnwell 
1459, Mary Alice Drumm 
1460, Mary Aloe 
1461, Mary Bing 
1462, Mary Burke 
1463, Mary Ellen Bauder 
1464, Mary Kay Cook 
1465, María Carolina Agúero 
1466, Masahiko Abe 
1467, Mathew Alden 
1468, Mathew Brumfitt 
1469, Mathilde Dedye 
1470, Matt Allsopp 
1471, Matt Alvarez 
1472, Matt Bai 
1473, Matt Berenson 
1474, Matt Bloom 
1475, Matt Corrado 
1476, Matt D'Avella 
1477, Matthew Achterberg 
1478, Matthew Alvarez 
1479, Matthew Anderson 
1480, Matthew Anthony Jr. 
1481, Matthew Baer 
1482, Matthew Barney 
1483, Matthew Budman 
1484, Matthew D'Olimpio 
1485, Maureen Baker 
1486, Maurice Abercrombie 
1487, Mauricio Betancur 
1488, Max A. Butler 
1489, Max Adams 
1490, Max Arvelaiz 
1491, Max Born 
1492, Max Botkin 
1493, Maxim Ajjawi 
1494, Maximilian Elfeldt 
1495, Maya Amsellem 
1496, Maya Gräfin Rothkirch 
1497, Mayank Jhalani 
1498, Maziar Bahari 
1499, Megumi Banse 
1500, Mehrdad Oskouei 
1501, Melanie Crout 
1502, Melissa Anderson 
1503, Melissa Arias 
1504, Melvin Clayton 
1505, Mercedes Almarcha 
1506, Meryam Bouadjemi 
1507, Meryl Goldsmith 
1508, Mia Bays 
1509, Micah Baskir 
1510, Micah Bloomberg 
1511, Micah Fitzerman-Blue 
1512, Michael Almereyda 
1513, Michael Alton 
1514, Michael Antinoro 
1515, Michael Auret 
1516, Michael B. Clark 
1517, Michael Baker 
1518, Michael Balchan 
1519, Michael Bartol 
1520, Michael Bassick 
1521, Michael Bay 
1522, Michael Bederman 
1523, Michael Berenbaum 
1524, Michael Beugg 
1525, Michael Bien 
1526, Michael Bloom 
1527, Michael Boughen 
1528, Michael Bowes 
1529, Michael Boyuk 
1530, Michael Brady 
1531, Michael Brickman 
1532, Michael C. Cuddy 
1533, Michael Chinn 
1534, Michael Davenport 
1535, Michael Ehrenzweig 
1536, Michael Emerson 
1537, Michael French 
1538, Michael Glassman 
1539, Michael Gudinski 
1540, Michael Haertlein 
1541, Michael Hagerty 
1542, Michael Heimler 
1543, Michael Jelenic 
1544, Michael Kantor 
1545, Michael P. Aust 
1546, Michael P. Blevins 
1547, Michael S. Constable 
1548, Michael Sean Goodwin 
1549, Michal Kondrat 
1550, Michel Comte 
1551, Michele Anthony 
1552, Michele Mitchell 
1553, Michelle Budnick 
1554, Michelle Chisikovsky 
1555, Michelle Murdocca 
1556, Michelle Sun 
1557, Mickey Liddell 
1558, Miguel Arteta 
1559, Miguel Asensio Llamas 
1560, Mikael Ahlstrom 
1561, Mike Ahern 
1562, Mike Attebery 
1563, Mike Elliott 
1564, Mike Falbo 
1565, Mikey Day 
1566, Milan Chakraborty 
1567, Miles Doleac 
1568, Milorad Krstic 
1569, Min Ding 
1570, Min Heoi Heo 
1571, Minami Ichikawa 
1572, Miranda Bailey 
1573, Miriam Louise Arens 
1574, Mirwais Alizai 
1575, Mitomu Asai 
1576, Mohamed Abdallah 
1577, Mohammed Attarwala 
1578, Mohammed Yakub Ali 
1579, Molly Allen 
1580, Molly Christie Benson 
1581, Molly Kaplan 
1582, Mollye Asher 
1583, Monia Chokri 
1584, Monica Lago-Kaytis 
1585, Monica Lee Bellais 
1586, Monika Bacardi 
1587, Monisha Advani 
1588, Moriah Burton 
1589, Morwenna Banks 
1590, Mridu Chandra 
1591, Mubarac AlSabah 
1592, Mugren Al-Ohaly 
1593, Muneyuki Kii 
1594, Myriam Eichler 
1595, Myung Chan Kang 
1596, ND Brown 
1597, Naima Abed 
1598, Najwa Abu Bakar 
1599, Nam-su Kim 
1600, Nancy Abraham 
1601, Nancy Blachman 
1602, Nancy Buirski 
1603, Nancy Dickenson 
1604, Nao Abe 
1605, Naoko Endo 
1606, Naomi Alderman 
1607, Naomi Levari 
1608, Naoya Amata 
1609, Nat Abraham 
1610, Natacha Cervi 
1611, Natalia Anderson 
1612, Natalie Bible' 
1613, Natania Cook 
1614, Natasha Badiyi 
1615, Nate Adams 
1616, Nate Bolotin 
1617, Naysun Alae-Carew 
1618, Neal Allen 
1619, Neda Armian 
1620, Neil Berkeley 
1621, Neil Blair 
1622, Nelson Khoury 
1623, Nguyen Chi Dung 
1624, Niamh Fagan 
1625, Nicco Ardin 
1626, Nicholas Gyeney 
1627, Nicholas R. Bell 
1628, Nicholas S. Carpenter 
1629, Nick Andrus 
1630, Nick Angel 
1631, Nick Bain 
1632, Nick Bastounes 
1633, Nick Bobrov 
1634, Nick Broomfield 
1635, Nicky Arezu Akmal 
1636, Nicky Gogan 
1637, Nicolaas Bertelsen 
1638, Nicolas Chartier 
1639, Nicolas Lasnibat 
1640, Nicole Barnette 
1641, Nicole Barton 
1642, Nicole Boccumini 
1643, Nicole P. Hearon 
1644, Nicolás Avruj 
1645, Nicolás Batlle 
1646, Nicolás Celis 
1647, Nigel Barnes 
1648, Nik Bower 
1649, Niklas Adalberth 
1650, Nikoloz Bezhuashvili 
1651, Niles Atallah 
1652, Nina Bisgaard 
1653, Nina Yang Bongiovi 
1654, Nitin Chandrachud 
1655, Nitin Dalvi 
1656, Nnamdi Asomugha 
1657, Noah Baumbach 
1658, Nobeleen Alkhato 
1659, Noel Ashman 
1660, Noel Clarke 
1661, Norihiro Hayashida 
1662, Norm Bacal 
1663, Norman Abdul Halim 
1664, Norman Aladjem 
1665, Ok Kyung Bang 
1666, Oksana Barkovskaya 
1667, Olias Barco 
1668, Oliver Coltress 
1669, Oliver Huzly 
1670, Oliver Kassman 
1671, Ollwyn Dsouza 
1672, Opasic Anja 
1673, Oren Aviv 
1674, Ori Marmur 
1675, Orlando Bagwell 
1676, Orsolya Böszörményi-Nagy 
1677, Osamu Aranami 
1678, Oscar Arguello 
1679, Ozzie Areu 
1680, P. Jennifer Dana 
1681, P.S. Bharathi 
1682, Pablo Zimbrón Alva 
1683, Padam Bhushan 
1684, Paige Barnett 
1685, Pamela Abdy 
1686, Paolo Calamita 
1687, Paolo Del Brocco 
1688, Pape Boye 
1689, Pappi Corsicato 
1690, Pascal Barneville 
1691, Pascal Bascaron 
1692, Pascal Borno 
1693, Pascal Caucheteux 
1694, Patricia Bischetti 
1695, Patricia Boushel 
1696, Patrick Aiello 
1697, Patrick André 
1698, Patrick Batteux 
1699, Patrick Crowley 
1700, Paul Adams 
1701, Paul Anderson 
1702, Paul Ashton 
1703, Paul Baker 
1704, Paul Barbara 
1705, Paul Barbeau 
1706, Paul Blavin 
1707, Paul Brooks 
1708, Paul Brown 
1709, Paul Buchholz 
1710, Paul Cadieux 
1711, Paul Dano 
1712, Paul E. Cohen 
1713, Paul Feig 
1714, Paul G. Allen 
1715, Paul Gordon 
1716, Paul Hegeman 
1717, Paul Mayeda Berges 
1718, Paul Morphos 
1719, Paul Thomas Anderson 
1720, Paul W. Baker 
1721, Paula Alamillo 
1722, Paula Case 
1723, Paula Smith Arrigoni 
1724, Paulo Branco 
1725, Pedro Davila 
1726, Peewee Baisa 
1727, Peggy Eghbalian 
1728, Penny Edmiston 
1729, Per Henry Borch 
1730, Pete Docter 
1731, Peter Abrams 
1732, Peter Afterman 
1733, Peter Atherton 
1734, Peter Balm 
1735, Peter Block 
1736, Peter Born 
1737, Peter Bouckaert 
1738, Peter Carlton 
1739, Peter Chernin 
1740, Peter Del Vecho 
1741, Peter Flynn 
1742, Peter Gentile 
1743, Peter Gilbert 
1744, Peter Ho-Sun Chan 
1745, Peter Jackson 
1746, Peter Lataster 
1747, Peter Lee 
1748, Petra Epperlein 
1749, Petter J. Borgli 
1750, Phelim McAleer 
1751, Philip Botti 
1752, Philip Boëffard 
1753, Philipp Engelhorn 
1754, Philippa Boyens 
1755, Philippe Bellaiche 
1756, Philippe Bober 
1757, Philippe Martin 
1758, Phillip Abraham 
1759, Pi-Isis S. Ankhra 
1760, Pieter van Huystee 
1761, Polina Gorbacheva 
1762, Pooja Shetty Deora 
1763, Prasad Devineni 
1764, Prasanthkumar Chandran 
1765, Prerna Arora 
1766, Priyanka Dutt 
1767, Prudence Arndt 
1768, Pyung-ho Choi 
1769, Quirin Berg 
1770, R. Andru Davies 
1771, R. Balki 
1772, Rachael Ponn 
1773, Rachel Abarbanell 
1774, Rachid Bouchareb 
1775, Rahul Yadav Nakka 
1776, Rai Bassano 
1777, Raj Awasti 
1778, Rajessh Bhat 
1779, Rajkumar Hirani 
1780, Rakesh Bhagwani 
1781, Ralph Chapman 
1782, Ralph Strean 
1783, Ram Bergman 
1784, Randi Acton 
1785, Randi Blanco 
1786, Raney Aronson 
1787, Rankin Hickman 
1788, Raphael Avigdor 
1789, Raphaël Benoliel 
1790, Raphaëlle Delauche 
1791, Raphi Henley 
1792, Ray Angelic 
1793, Raymond Pak-Ming Wong 
1794, Raúl Bravo 
1795, Rebecca Huntley 
1796, Reggie Allen 
1797, Reid Carolin 
1798, Reinhard Brundig 
1799, Renan Artukmac 
1800, Reno Antoniades 
1801, Reuben Atlas 
1802, Reuben Evans 
1803, Reynold D'Silva 
1804, Rhodri Lowis 
1805, Ricardo Del Río 
1806, Rich Christiano 
1807, Richard Abate 
1808, Richard Arlook 
1809, Richard Atkinson 
1810, Richard Bachynsky Hoover 
1811, Richard Baratta 
1812, Richard Beek 
1813, Richard Brener 
1814, Richard Brenner 
1815, Richard Brickell 
1816, Richard Grandpierre 
1817, Richard S. Adler 
1818, Richell Morrissey 
1819, Rick Altizer 
1820, Rick Alvarez 
1821, Rick Alverson 
1822, Rick Barlowe 
1823, Rick Dugdale 
1824, Ritesh Batra 
1825, Rob Baker 
1826, Rob Baldock 
1827, Rob Cristiano 
1828, Robby Benson 
1829, Robert A. Halmi 
1830, Robert Abramoff 
1831, Robert Bernacchi 
1832, Robert Bernstein 
1833, Robert Cannon 
1834, Robert Chartoff 
1835, Robert Fernandez 
1836, Robert Fontaine 
1837, Robert Friedland 
1838, Robert J. Barnhart 
1839, Robert J. Dohrmann 
1840, Robert Kenner 
1841, Robert Ogden Barnum 
1842, Robert W. Cort 
1843, Roberto Alcantara 
1844, Robin Arcuri 
1845, Robyn Elliott 
1846, Rod Birleson 
1847, Rodney Cook 
1848, Rodney Evans 
1849, Rodrigo Cala 
1850, Roger Birnbaum 
1851, Romain Alarie 
1852, Roman Abramovich 
1853, Roman Coppola 
1854, Ron Ames 
1855, Ron Bozman 
1856, Ron Busloff 
1857, Ron Curtis 
1858, Ronak Bhagat 
1859, Ronald Wong 
1860, Ronen Ben Tal 
1861, Rory Aitken 
1862, Rory Gilmartin 
1863, Rosemary Blight 
1864, Roshanak Behesht Nedjad 
1865, Rosi Acosta 
1866, Rosie Alison 
1867, Ross Bagdasarian Jr. 
1868, Roxanne Avent 
1869, Roy Ackerman 
1870, Roy Anderson 
1871, Roy Boulter 
1872, Roy Conli 
1873, Ruben Adamyan 
1874, Ruben Amar 
1875, Ruben Dishdishyan 
1876, Rui Jin 
1877, Ruoqing Fu 
1878, Ruth Cats 
1879, Ruth Caudeli 
1880, Ryan Black 
1881, Ryan Kampe 
1882, Ryan S. Black 
1883, Ryon Baxter 
1884, Rémi Burah 
1885, Sacha Baron Cohen 
1886, Sachin Agarwal 
1887, Sadashiv Athule 
1888, Sally Angel 
1889, Sally Blake 
1890, Sally Jo Fifer 
1891, Sam Aleshinloye 
1892, Sam Bisbee 
1893, Sam Brayshaw 
1894, Sam Chi 
1895, Sam Claitor 
1896, Sam P. Green 
1897, Samantha Becker 
1898, Samantha Brooks 
1899, Sameer Chopra 
1900, Samuel Aroutiounian 
1901, Samuel Frauenstein 
1902, Sanadiip Karleh 
1903, Sandi Adamiu 
1904, Sandra da Fonseca 
1905, Sandro Aguilar 
1906, Sanford Hampton 
1907, Sang-jik Lee 
1908, Sang-soo Hong 
1909, Sangeeta Ahir 
1910, Sanja Banic 
1911, Sanjay Leela Bhansali 
1912, Sanjeev Joshi 
1913, Sankalp Acharekar 
1914, Sanping Han 
1915, Sara Bernstein 
1916, Sarah Aubrey 
1917, Sarah Black 
1918, Sarah Bradshaw 
1919, Sarah Drew 
1920, Sarah Esberg 
1921, Sasha Alpert 
1922, Satyanarayana Dasa 
1923, Sawsan Asfari 
1924, Saïd Ben Saïd 
1925, Scott Adkins 
1926, Scott Adler 
1927, Scott Aversano 
1928, Scott Bedno 
1929, Scott Budnick 
1930, Scott Carlson 
1931, Scott Franklin 
1932, Scott Greathead 
1933, Scott Hamilton Kennedy 
1934, Scott Otto Anderson 
1935, Sean Anders 
1936, Sean Astin 
1937, Sean B. Carroll 
1938, Sean Baker 
1939, Sean Bloomfield 
1940, Sean Buckley 
1941, Sean Clarke 
1942, Sean Daniel 
1943, Sebastian Bear-McClard 
1944, Sebastian Pardo 
1945, Sebastián Barriuso 
1946, Sebastián Bednarik 
1947, Selim Ahmed 
1948, Seoung-Hwan Ju 
1949, Serena Alfieri 
1950, Serena Dykman 
1951, Serge Catoire 
1952, Sergei Bodrov 
1953, Seth Blogier 
1954, Seth Caplan 
1955, Seth Kramer 
1956, Shahrzad Davani 
1957, Shaked Berenson 
1958, Shanan Becker 
1959, Shane Carruth 
1960, Shanna Rosen Belott 
1961, Shannon Gaulding 
1962, Shanti Avirgan 
1963, Sharon Bordas 
1964, Shaul Dina 
1965, Shayla Cowan 
1966, Shelene Bryan 
1967, Sherrie Bradshaw 
1968, Sherry Collins 
1969, Sherryl Clark 
1970, Shir Amir 
1971, Shohreh Aghdashloo 
1972, Shondrella Avery 
1973, Shuhei Arai 
1974, Shuki Friedman 
1975, Shuogang Chen 
1976, Shyju Khalid 
1977, Sidney Blumenthal 
1978, Sidonie Abbene 
1979, Sienna Aquilini 
1980, Sigrid Dyekjær 
1981, Simon Baker 
1982, Simon Barrett 
1983, Simon Carmody 
1984, Simon Cornwell 
1985, Simon Crowe 
1986, Simon Kinberg 
1987, Slaven Knezovic 
1988, Sofie Björklund 
1989, Sonia Friedman 
1990, Soo Jin Hwang 
1991, Soo-hyun Ahn 
1992, Sophie Cocco 
1993, Sophie Oates Black 
1994, Stacey Davis 
1995, Stacy Calabrese 
1996, Stamatios Tom Hiotis 
1997, Stanley Kwan 
1998, Stefan Arndt 
1999, Stefanie Azpiazu 
2000, Stefanie Lynch 
2001, Stefano Bugliosi 
2002, Stelios Cotionis 
2003, Stephanie Osgood Choate 
2004, Stephen A. Housden 
2005, Stephen Afendoulis 
2006, Stephen Ananicz 
2007, Stephen Anthony Bailey 
2008, Stephen Apkon 
2009, Stephen Bailey 
2010, Stephen Baldwin 
2011, Stephen Bentley 
2012, Stephen Boyle 
2013, Stephen Chow 
2014, Stephen Gregory Curtis 
2015, Steve Alexander 
2016, Steve Bannatyne 
2017, Steve Bannerman 
2018, Steve Barnett 
2019, Steve Bowen 
2020, Steve Christian 
2021, Steve Clark-Hall 
2022, Steve Cleary 
2023, Steve Gaub 
2024, Steve Golin 
2025, Steven Addair 
2026, Steven Baker 
2027, Steven Bello 
2028, Steven M. Ballerini 
2029, Stevie Soul Ansara 
2030, Stina Gardell 
2031, Stuart Alson 
2032, Stuart Beattie 
2033, Stuart Brown 
2034, Stuart Cornfeld 
2035, Stuart M. Besser 
2036, Stéphanie Morissette 
2037, Stéphanie Schorter Champenier 
2038, Sue Baden-Powell 
2039, Sukhwinder Singh Vismaad 
2040, Sukru Avsar 
2041, Sun Bin 
2042, Sung-Hun Lee 
2043, Sunil Lulla 
2044, Sunny Sung-Yong Park 
2045, Supriya Goli 
2046, Surabhi Bhatnagar 
2047, Suresh Balaje 
2048, Susan Bedusa 
2049, Susan Boyd 
2050, Susan F. Chey 
2051, Suzanne Accosta 
2052, Suzanne Buirgy 
2053, Suzanne Hillinger 
2054, Sylvain Corbeil 
2055, Sylvie Barthet 
2056, Sylvie Pialat 
2057, Sébastien Chabot 
2058, T.C. Christensen 
2059, Tae-sung Jeong 
2060, Tae-won Jeong 
2061, Taeu Kang 
2062, Tahir Conka 
2063, Taira Akbar 
2064, Tamara Bally 
2065, Tamer Abaza 
2066, Tamir Ardon 
2067, Tania Antonioli 
2068, Tania Benítez 
2069, Tannaz Anisi 
2070, Taraneh Golozar 
2071, Taro Goto 
2072, Taryn Gould 
2073, Tarô Maki 
2074, Tatiana Bears 
2075, Taylor Allen 
2076, Ted Alling 
2077, Ted Amaradidis 
2078, Ted Field 
2079, Terence Berden 
2080, Teresa Beck 
2081, Terrence Malick 
2082, Tex Antonucci 
2083, Theo Brooks 
2084, Theresa Bentz 
2085, Theuns De Wet 
2086, Thierry Bizot 
2087, Thomas Ashley 
2088, Thomas Benski 
2089, Thomas Fatora 
2090, Thomas Hatchett 
2091, Thomas Lee Bottom 
2092, Thomas Piper 
2093, Tibor Búza 
2094, Tiffany Boyle 
2095, Tim Bevan 
2096, Tim Burke 
2097, Tim Burton 
2098, Tim Comstock 
2099, Tim Dennison 
2100, Tim Heidecker 
2101, Tim Mahoney 
2102, Timothy Bird 
2103, Timothy M. Bourne 
2104, Timur Bekbosunov 
2105, Timur Bekmambetov 
2106, Tina Adams 
2107, Tina Anderson 
2108, Tobin Armbrust 
2109, Todd Baird 
2110, Todd Black 
2111, Todd Brown 
2112, Todd Garner 
2113, Tom Ackerley 
2114, Tom Barry 
2115, Tom Cruise 
2116, Tom Davis 
2117, Tom Day 
2118, Tom Dercourt 
2119, Tom Ford 
2120, Tom George 
2121, Tom Gorai 
2122, Tomas Alfredson 
2123, Tommy Chang 
2124, Tomohiro Mitsuhashi 
2125, Tony Cao 
2126, Torsten Hoffmann 
2127, Toufik Ayadi 
2128, Tracey Bing 
2129, Tracy Aftergood 
2130, Travis Cultreri 
2131, Travis Knight 
2132, Trevor Beattie 
2133, Trevor Christie 
2134, Trey Brunson 
2135, Trish Dolman 
2136, Troy Benjamin 
2137, Troy Buder 
2138, Tsugihiko Fujiwara 
2139, Turgay Aksoy 
2140, Tyger Eckert 
2141, Tyler Bacon 
2142, Tyler Ben-Amotz 
2143, Tyler Brodie 
2144, Tyson Bidner 
2145, Udi Aloni 
2146, Umair Ahmad 
2147, Urte Amelie Fink 
2148, Val Abel 
2149, Valeria Giampietro 
2150, Valerie Bleth Sharp 
2151, Valery Kozlitinov 
2152, Valérie Bournonville 
2153, Vanessa Ciszewski 
2154, Vessela Bannzurkova 
2155, Vicente Aldape 
2156, Vicken Bayramian 
2157, Victor Abraham 
2158, Victoria Aleksanyan 
2159, Victoria Alonso 
2160, Victoria Armutt 
2161, Victoria Barrell 
2162, Victoria Bousis 
2163, Vidhu Vinod Chopra 
2164, Vikas Bahl 
2165, Vince Allen 
2166, Vince P. Maggio 
2167, Vincent Cheng 
2168, Vineet Jain 
2169, Violeta Bava 
2170, Virender Arora 
2171, Virginia Curry 
2172, Vishal Bajaj 
2173, Vishesh Agrawal 
2174, Vishesh Chachra 
2175, Vivek b Agrawal 
2176, Vivekanand Ahuja 
2177, Vivien Aslanian 
2178, Volker Michael Gruber 
2179, W. Bruce Cameron 
2180, Waad Al-Kateab 
2181, Wai-Chu Chan 
2182, Wai-Keung Chan 
2183, Wallis Annenberg 
2184, Walter Bortolotti 
2185, Warren Beatty 
2186, Warren Croyle 
2187, Warren Fischer 
2188, Wenzhang Liu 
2189, Wes Ball 
2190, Whitney Brown 
2191, Will Allegra 
2192, Will Allen 
2193, Will Areu 
2194, Will Arnett 
2195, Will Bethencourt 
2196, Will Clarke 
2197, William Adashek 
2198, William Chartoff 
2199, William Clevinger 
2200, William Colling 
2201, William Genovese 
2202, William Paul Clark 
2203, Wim Boven 
2204, Wing-Lun Chan 
2205, Winston Azzopardi 
2206, Won Dong-Yeon 
2207, Won-Chun Cha 
2208, Won-guk Kim 
2209, Won-seok Jang 
2210, Wong Hoifung 
2211, Woo-taek Kim 
2212, Wren Arthur 
2213, Wu Xian Jian 
2214, Xan Aranda 
2215, Xavier Aaronson 
2216, Xavier Amblard 
2217, Xavier Delmas 
2218, Xiaobei Cao 
2219, Xin Cao 
2220, Xu Bin 
2221, Xuebo Wang 
2222, Yale Badik 
2223, Yali Bai 
2224, Yaneley Arty 
2225, Yang Du 
