,actor,name
0,/name/nm0000541/,Bette Midler
0,/name/nm0000545/,Helen Mirren
0,/name/nm0000546/,Matthew Modine
0,/name/nm0000547/,Alfred Molina
0,/name/nm0000551/,Dermot Mulroney
0,/name/nm0000552/,Eddie Murphy
0,/name/nm0000553/,Liam Neeson
0,/name/nm0000554/,Sam Neill
0,/name/nm0000555/,Judd Nelson
0,/name/nm0000557/,Brigitte Nielsen
0,/name/nm0000562/,Jeremy Northam
0,/name/nm0000565/,Lena Olin
0,/name/nm0000573/,Dolly Parton
0,/name/nm0000574/,Jason Patric
0,/name/nm0000576/,Sean Penn
0,/name/nm0000579/,Ron Perlman
0,/name/nm0000582/,Joe Pesci
0,/name/nm0000588/,Martha Plimpton
0,/name/nm0000596/,Jonathan Pryce
0,/name/nm0000597/,Bill Pullman
0,/name/nm0000598/,Dennis Quaid
0,/name/nm0000603/,Vanessa Redgrave
0,/name/nm0000606/,Jean Reno
0,/name/nm0000608/,Burt Reynolds
0,/name/nm0000612/,Denise Richards
0,/name/nm0000613/,Joely Richardson
0,/name/nm0000616/,Eric Roberts
0,/name/nm0000619/,Tim Roth
0,/name/nm0000620/,Mickey Rourke
0,/name/nm0000621/,Kurt Russell
0,/name/nm0000623/,Rene Russo
0,/name/nm0000624/,Laura San Giacomo
0,/name/nm0000627/,Greta Scacchi
0,/name/nm0000630/,Liev Schreiber
0,/name/nm0000638/,William Shatner
0,/name/nm0000640/,Martin Sheen
0,/name/nm0000641/,Gary Sinise
0,/name/nm0000642/,Marina Sirtis
0,/name/nm0000644/,Helen Slater
0,/name/nm0000649/,Paul Sorvino
0,/name/nm0000654/,Terence Stamp
0,/name/nm0000657/,David Strathairn
0,/name/nm0000658/,Meryl Streep
0,/name/nm0000659/,Barbra Streisand
0,/name/nm0000661/,Donald Sutherland
0,/name/nm0000663/,Dominique Swain
0,/name/nm0000666/,Lili Taylor
0,/name/nm0000667/,David Thewlis
0,/name/nm0000668/,Emma Thompson
0,/name/nm0000670/,Lea Thompson
0,/name/nm0000673/,Marisa Tomei
0,/name/nm0000680/,Casper Van Dien
0,/name/nm0000681/,Vince Vaughn
0,/name/nm0000682/,Paul Verhoeven
0,/name/nm0000686/,Christopher Walken
0,/name/nm0000690/,Lesley Ann Warren
0,/name/nm0000691/,John Waters
0,/name/nm0000693/,Peter Weller
0,/name/nm0000701/,Kate Winslet
0,/name/nm0000704/,Elijah Wood
0,/name/nm0000706/,Michelle Yeoh
0,/name/nm0000707/,Sean Young
0,/name/nm0000708/,Billy Zane
0,/name/nm0000711/,Rick Baker
0,/name/nm0000717/,Kareem Abdul-Jabbar
0,/name/nm0000725/,Joey Lauren Adams
0,/name/nm0000729/,Casey Affleck
0,/name/nm0000732/,Danny Aiello
0,/name/nm0000737/,Jane Alexander
0,/name/nm0000738/,Muhammad Ali
0,/name/nm0000739/,Debbie Allen
0,/name/nm0000741/,Tim Allen
0,/name/nm0000744/,Maria Conchita Alonso
0,/name/nm0000781/,Eve Arden
0,/name/nm0000782/,Asia Argento
0,/name/nm0000783/,Dario Argento
0,/name/nm0000789/,Desi Arnaz
0,/name/nm0000792/,Tom Arnold
0,/name/nm0000796/,Dana Ashbrook
0,/name/nm0000799/,Edward Asner
0,/name/nm0000800/,Armand Assante
0,/name/nm0000803/,Christopher Atkins
0,/name/nm0000809/,Daniel Auteuil
0,/name/nm0000821/,Amitabh Bachchan
0,/name/nm0000827/,Maxine Bahns
0,/name/nm0000837/,Bob Balaban
0,/name/nm0000838/,Daniel Baldwin
0,/name/nm0000840/,Lucille Ball
0,/name/nm0000849/,Javier Bardem
0,/name/nm0000855/,Raymond J. Barry
0,/name/nm0000858/,John Barrymore
0,/name/nm0000862/,Robin Bartlett
0,/name/nm0000870/,Kathy Bates
0,/name/nm0000872/,Patrick Bauchau
0,/name/nm0000874/,Steven Bauer
0,/name/nm0000880/,Meredith Baxter
0,/name/nm0000886/,Warren Beatty
0,/name/nm0000889/,Bonnie Bedelia
0,/name/nm0000893/,Ed Begley Jr.
0,/name/nm0000896/,Harry Belafonte
0,/name/nm0000899/,Monica Bellucci
0,/name/nm0000906/,Annette Bening
0,/name/nm0000912/,Jack Benny
0,/name/nm0000913/,Robby Benson
0,/name/nm0000918/,Helmut Berger
0,/name/nm0000924/,Elizabeth Berkley
0,/name/nm0000925/,Steven Berkoff
0,/name/nm0000928/,Sandra Bernhard
0,/name/nm0000929/,Corbin Bernsen
0,/name/nm0000932/,Halle Berry
0,/name/nm0000936/,Martine Beswick
0,/name/nm0000948/,Shane Black
0,/name/nm0000953/,Peter Bogdanovich
0,/name/nm0000960/,Barry Bostwick
0,/name/nm0000961/,Timothy Bottoms
0,/name/nm0000962/,Carole Bouquet
0,/name/nm0000969/,Lillo Brancato
0,/name/nm0000973/,Benjamin Bratt
0,/name/nm0000977/,Beau Bridges
0,/name/nm0000985/,James L. Brooks
0,/name/nm0000987/,Jim Brown
0,/name/nm0000993/,Carol Burnett
0,/name/nm0000995/,Ellen Burstyn
0,/name/nm0000998/,Jake Busey
0,/name/nm0001002/,Dean Cain
0,/name/nm0001019/,Robert Carradine
0,/name/nm0001021/,Veronica Cartwright
0,/name/nm0001022/,Dana Carvey
0,/name/nm0001023/,John Cassavetes
0,/name/nm0001025/,Seymour Cassel
0,/name/nm0001035/,Ben Chaplin
0,/name/nm0001038/,Josh Charles
0,/name/nm0001040/,Joan Chen
0,/name/nm0001043/,Anna Chlumsky
0,/name/nm0001045/,Tommy Chong
0,/name/nm0001051/,Bill Clinton
0,/name/nm0001057/,Toni Collette
0,/name/nm0001062/,Jeffrey Combs
0,/name/nm0001064/,Jason Connery
0,/name/nm0001070/,Bill Cosby
0,/name/nm0001074/,Ronny Cox
0,/name/nm0001081/,Cameron Crowe
0,/name/nm0001082/,Billy Crudup
0,/name/nm0001083/,Jon Cryer
0,/name/nm0001084/,Ice Cube
0,/name/nm0001089/,Henry Czerny
0,/name/nm0001092/,Mark Dacascos
0,/name/nm0001097/,Charles Dance
0,/name/nm0001099/,Jeff Daniels
0,/name/nm0001100/,Blythe Danner
0,/name/nm0001102/,Joe Dante
0,/name/nm0001107/,Stacey Dash
0,/name/nm0001108/,Robert Davi
0,/name/nm0001115/,Ossie Davis
0,/name/nm0001116/,Warwick Davis
0,/name/nm0001117/,Bruce Davison
0,/name/nm0001124/,Cecil B. DeMille
0,/name/nm0001125/,Benicio Del Toro
0,/name/nm0001126/,Kim Delaney
0,/name/nm0001132/,Judi Dench
0,/name/nm0001133/,Brian Dennehy
0,/name/nm0001136/,Bruce Dern
0,/name/nm0001143/,Kevin Dillon
0,/name/nm0001147/,Shannen Doherty
0,/name/nm0001149/,Richard Donner
0,/name/nm0001151/,Stephen Dorff
0,/name/nm0001153/,Lesley-Anne Down
0,/name/nm0001156/,Olympia Dukakis
0,/name/nm0001159/,Faye Dunaway
0,/name/nm0001166/,James Duval
0,/name/nm0001168/,Bob Dylan
0,/name/nm0001173/,Aaron Eckhart
0,/name/nm0001174/,Barbara Eden
0,/name/nm0001183/,Bodhi Elfman
0,/name/nm0001190/,David Prowse
0,/name/nm0001191/,Adam Sandler
0,/name/nm0001194/,Jeff Fahey
0,/name/nm0001197/,Anna Falchi
0,/name/nm0001200/,Gary Farmer
0,/name/nm0001206/,Abel Ferrara
0,/name/nm0001209/,William Fichtner
0,/name/nm0001213/,Harvey Fierstein
0,/name/nm0001217/,Fionnula Flanagan
0,/name/nm0001218/,Sean Patrick Flanery
0,/name/nm0001228/,Peter Fonda
0,/name/nm0001231/,Claire Forlani
0,/name/nm0001233/,Robert Forster
0,/name/nm0001235/,William Forsythe
0,/name/nm0001236/,Meg Foster
0,/name/nm0001243/,William Friedkin
0,/name/nm0001250/,Charlotte Gainsbourg
0,/name/nm0001255/,Victor Garber
0,/name/nm0001259/,Jennie Garth
0,/name/nm0001272/,Annabeth Gish
0,/name/nm0001283/,Louis Gossett Jr.
0,/name/nm0001287/,Heather Graham
0,/name/nm0001288/,Kelsey Grammer
0,/name/nm0001290/,Richard E. Grant
0,/name/nm0001291/,Rupert Graves
0,/name/nm0001293/,Seth Green
0,/name/nm0001295/,Graham Greene
0,/name/nm0001297/,Joel Grey
0,/name/nm0001298/,Richard Grieco
0,/name/nm0001307/,Stacy Haiduk
0,/name/nm0001314/,John Hannah
0,/name/nm0001319/,Mark Harmon
0,/name/nm0001326/,Josh Hartnett
0,/name/nm0001339/,Marg Helgenberger
0,/name/nm0001348/,Werner Herzog
0,/name/nm0001367/,C. Thomas Howell
0,/name/nm0001368/,Ernie Hudson
0,/name/nm0001376/,Isabelle Huppert
0,/name/nm0001378/,Anjelica Huston
0,/name/nm0001384/,Ice-T
0,/name/nm0001385/,Eric Idle
0,/name/nm0001390/,Janet Jackson
0,/name/nm0001391/,Michael Jackson
0,/name/nm0001394/,Derek Jacobi
0,/name/nm0001396/,Mick Jagger
0,/name/nm0001401/,Angelina Jolie
0,/name/nm0001402/,Terry Jones
0,/name/nm0001424/,Udo Kier
0,/name/nm0001426/,Ben Kingsley
0,/name/nm0001427/,Greg Kinnear
0,/name/nm0001435/,Lisa Kudrow
0,/name/nm0001447/,Nathan Lane
0,/name/nm0001451/,Queen Latifah
0,/name/nm0001454/,Martin Lawrence
0,/name/nm0001457/,James Le Gros
0,/name/nm0001461/,Virginie Ledoyen
0,/name/nm0001464/,Kay Lenz
0,/name/nm0001470/,Charlotte Lewis
0,/name/nm0001474/,Tommy 'Tiny' Lister
0,/name/nm0001475/,John Lithgow
0,/name/nm0001478/,June Lockhart
0,/name/nm0001481/,Tina Louise
0,/name/nm0001492/,Kyle MacLachlan
0,/name/nm0001505/,Joe Mantegna
0,/name/nm0001507/,Cheech Marin
0,/name/nm0001513/,Tim Matheson
0,/name/nm0001517/,Catherine McCormack
0,/name/nm0001520/,Christopher McDonald
0,/name/nm0001527/,Elizabeth McGovern
0,/name/nm0001530/,William McNamara
0,/name/nm0001541/,Kylie Minogue
0,/name/nm0001542/,Jay Mohr
0,/name/nm0001543/,Gretchen Mol
0,/name/nm0001554/,Errol Morris
0,/name/nm0001555/,Rob Morrow
0,/name/nm0001567/,Connie Nielsen
0,/name/nm0001573/,Catherine O'Hara
0,/name/nm0001578/,Annette O'Toole
0,/name/nm0001579/,Edward James Olmos
0,/name/nm0001584/,Miranda Otto
0,/name/nm0001589/,Michael Palin
0,/name/nm0001590/,Chazz Palminteri
0,/name/nm0001592/,Joe Pantoliano
0,/name/nm0001593/,Anna Paquin
0,/name/nm0001595/,Michael Paré
0,/name/nm0001597/,Mandy Patinkin
0,/name/nm0001598/,Robert Patrick
0,/name/nm0001599/,Will Patton
0,/name/nm0001602/,Guy Pearce
0,/name/nm0001604/,Nia Peeples
0,/name/nm0001608/,Barry Pepper
0,/name/nm0001609/,Rosie Perez
0,/name/nm0001616/,Mekhi Phifer
0,/name/nm0001617/,Lou Diamond Phillips
0,/name/nm0001618/,Joaquin Phoenix
0,/name/nm0001625/,Amanda Plummer
0,/name/nm0001626/,Christopher Plummer
0,/name/nm0001629/,Kevin Pollak
0,/name/nm0001632/,Teri Polo
0,/name/nm0001633/,Annie Potts
0,/name/nm0001641/,Vincent Perez
0,/name/nm0001643/,Linnea Quigley
0,/name/nm0001650/,Michael Rapaport
0,/name/nm0001652/,John Ratzenberger
0,/name/nm0001654/,Ronald Reagan
0,/name/nm0001664/,James Remar
0,/name/nm0001667/,Jonathan Rhys Meyers
0,/name/nm0001672/,Joan Rivers
0,/name/nm0001684/,Katharine Ross
0,/name/nm0001688/,Alan Ruck
0,/name/nm0001691/,Geoffrey Rush
0,/name/nm0001696/,Julian Sands
0,/name/nm0001698/,John Savage
0,/name/nm0001701/,Devon Sawa
0,/name/nm0001708/,Joel Schumacher
0,/name/nm0001714/,Campbell Scott
0,/name/nm0001715/,George C. Scott
0,/name/nm0001718/,Kyra Sedgwick
0,/name/nm0001721/,Chloë Sevigny
0,/name/nm0001722/,Rufus Sewell
0,/name/nm0001728/,Wallace Shawn
0,/name/nm0001729/,Craig Sheffer
0,/name/nm0001734/,Armin Shimerman
0,/name/nm0001736/,Pauly Shore
0,/name/nm0001737/,Martin Short
0,/name/nm0001738/,Jonathan Silverman
0,/name/nm0001740/,O.J. Simpson
0,/name/nm0001744/,Tom Sizemore
0,/name/nm0001753/,P.J. Soles
0,/name/nm0001757/,Kevin Sorbo
0,/name/nm0001758/,Timothy Spall
0,/name/nm0001761/,Jerry Springer
0,/name/nm0001763/,Nick Stahl
0,/name/nm0001772/,Patrick Stewart
0,/name/nm0001780/,Peter Stormare
0,/name/nm0001783/,Sally Struthers
0,/name/nm0001786/,George Takei
0,/name/nm0001794/,Henry Thomas
0,/name/nm0001803/,Danny Trejo
0,/name/nm0001804/,Stanley Tucci
0,/name/nm0001806/,John Turturro
0,/name/nm0001807/,Cicely Tyson
0,/name/nm0001809/,Jay Underwood
0,/name/nm0001814/,Gus Van Sant
0,/name/nm0001823/,Tom Waits
0,/name/nm0001826/,M. Emmet Walsh
0,/name/nm0001828/,Melora Walters
0,/name/nm0001841/,George Wendt
0,/name/nm0001844/,Frank Whaley
0,/name/nm0001845/,Forest Whitaker
0,/name/nm0001851/,JoBeth Williams
0,/name/nm0001852/,Treat Williams
0,/name/nm0001853/,Vanessa Williams
0,/name/nm0001854/,Rita Wilson
0,/name/nm0001856/,Oprah Winfrey
0,/name/nm0001858/,Mare Winningham
0,/name/nm0001872/,Steve Zahn
0,/name/nm0001882/,Olivia d'Abo
0,/name/nm0001883/,Jenna von Oÿ
0,/name/nm0001926/,Joan Baez
0,/name/nm0001929/,Josiane Balasko
0,/name/nm0001930/,Russell Banks
0,/name/nm0001939/,Maurice Benard
0,/name/nm0001942/,Luca Bercovici
0,/name/nm0001943/,Marisa Berenson
0,/name/nm0001953/,Moritz Bleibtreu
0,/name/nm0001959/,Corinne Bohrer
0,/name/nm0001963/,Jesse Borrego
0,/name/nm0001971/,Ewen Bremner
0,/name/nm0001984/,Naomi Campbell
0,/name/nm0001990/,Elpidia Carrillo
0,/name/nm0001993/,Vincent Cassel
0,/name/nm0002003/,David Chokachi
0,/name/nm0002006/,Thomas Haden Church
0,/name/nm0002008/,Eric Clapton
0,/name/nm0002020/,Costa-Gavras
0,/name/nm0002027/,Ben Cross
0,/name/nm0002030/,George Cukor
0,/name/nm0002039/,Ruby Dee
0,/name/nm0002043/,Madhuri Dixit
0,/name/nm0002049/,Robert Downey Sr.
0,/name/nm0002056/,Christine Ebersole
0,/name/nm0002057/,Richard Edson
0,/name/nm0002064/,Giancarlo Esposito
0,/name/nm0002071/,Will Ferrell
0,/name/nm0002073/,Lou Ferrigno
0,/name/nm0002075/,Peter Finch
0,/name/nm0002076/,Jason Flemyng
0,/name/nm0002080/,Bob Fosse
0,/name/nm0002086/,Lucio Fulci
0,/name/nm0002090/,Zach Galligan
0,/name/nm0002091/,Michael Gambon
0,/name/nm0002097/,Bob Geldof
0,/name/nm0002101/,Robin Givens
0,/name/nm0002105/,Judith Godrèche
0,/name/nm0002115/,Wayne Gretzky
0,/name/nm0002117/,Paul Guilfoyle
0,/name/nm0002128/,Tess Harper
0,/name/nm0002129/,Gregory Harrison
0,/name/nm0002147/,Tab Hunter
0,/name/nm0002169/,Tori Amos
0,/name/nm0002173/,Laurie Anderson
0,/name/nm0002181/,Imanol Arias
0,/name/nm0002198/,Charles Aznavour
0,/name/nm0002206/,Kevin Brownlow
0,/name/nm0002230/,Carlos Gallardo
0,/name/nm0002245/,Tzi Ma
0,/name/nm0002253/,John Carroll Lynch
0,/name/nm0002326/,Al Sapienza
0,/name/nm0002332/,Stephen Lang
0,/name/nm0002350/,Jim Meskimen
0,/name/nm0002364/,Dante Basco
0,/name/nm0002517/,Lee Purcell
0,/name/nm0002537/,Miles Davis
0,/name/nm0002546/,Mena Suvari
0,/name/nm0002604/,Robert Blanche
0,/name/nm0002759/,Ernesto Gastaldi
0,/name/nm0002800/,Scott Levy
0,/name/nm0002901/,Muse Watson
0,/name/nm0002907/,Alexander Skarsgård
0,/name/nm0002944/,Michael Boisvert
0,/name/nm0003069/,James DuMont
0,/name/nm0003082/,Bailey Chase
0,/name/nm0003115/,Christine Lakin
0,/name/nm0003205/,Steve Gainer
0,/name/nm0003213/,Stephen Lighthill
0,/name/nm0003620/,Kevin Smith
0,/name/nm0003784/,Joe Grisaffi
0,/name/nm0003861/,David Jensen
0,/name/nm0003870/,Marilyn Ghigliotti
0,/name/nm0003930/,Will Wallace
0,/name/nm0004030/,John Karyus
0,/name/nm0004051/,Brian Cox
0,/name/nm0004109/,Gulshan Grover
0,/name/nm0004242/,Fidel Castro
0,/name/nm0004266/,Anne Hathaway
0,/name/nm0004286/,Clifton Collins Jr.
0,/name/nm0004328/,Lawrence R. Leritz
0,/name/nm0004335/,Hrithik Roshan
0,/name/nm0004365/,Fred Williamson
0,/name/nm0004456/,Clare Kramer
0,/name/nm0004469/,Srinivasa Rao Kota
0,/name/nm0004486/,Bruno Ganz
0,/name/nm0004487/,Juhi Chawla
0,/name/nm0004518/,David Copperfield
0,/name/nm0004555/,Walter Murch
0,/name/nm0004569/,Sanjay Dutt
0,/name/nm0004616/,John 'Bud' Cardos
0,/name/nm0004626/,Kareena Kapoor
0,/name/nm0004645/,Antonio Sabato Jr.
0,/name/nm0004650/,Marisa Paredes
0,/name/nm0004671/,Amy Lyndon
0,/name/nm0004696/,Buzz Aldrin
0,/name/nm0004697/,Erika Alexander
0,/name/nm0004707/,Mario Andretti
0,/name/nm0004715/,Will Arnett
0,/name/nm0004724/,Christine Baranski
0,/name/nm0004726/,Lance Bass
0,/name/nm0004729/,Michael Beach
0,/name/nm0004734/,Tyson Beckford
0,/name/nm0004743/,Gil Bellows
0,/name/nm0004747/,Wes Bentley
0,/name/nm0004748/,Julie Benz
0,/name/nm0004753/,Leslie Bibb
0,/name/nm0004755/,Jason Biggs
0,/name/nm0004757/,Selma Blair
0,/name/nm0004774/,Angelica Bridges
0,/name/nm0004778/,Adrien Brody
0,/name/nm0004779/,Garth Brooks
0,/name/nm0004793/,Monica Calhoun
0,/name/nm0004802/,Linda Cardellini
0,/name/nm0004805/,Adam Carolla
0,/name/nm0004806/,Charisma Carpenter
0,/name/nm0004809/,Aaron Carter
0,/name/nm0004810/,Chris Carter
0,/name/nm0004816/,Lumi Cavazos
0,/name/nm0004821/,Michael Chiklis
0,/name/nm0004825/,Emmanuelle Chriqui
0,/name/nm0004826/,Helena Christensen
0,/name/nm0004829/,Spencer Treat Clark
0,/name/nm0004840/,Alice Cooper
0,/name/nm0004842/,Billy Corgan
0,/name/nm0004847/,Walter Cronkite
0,/name/nm0004849/,David Crosby
0,/name/nm0004851/,Penélope Cruz
0,/name/nm0004852/,Jane Curtin
0,/name/nm0004856/,Carson Daly
0,/name/nm0004858/,Patrika Darbo
0,/name/nm0004862/,Kristin Davis
0,/name/nm0004867/,James DeBello
0,/name/nm0004870/,Paula Devicq
0,/name/nm0004873/,Andy Dick
0,/name/nm0004879/,Snoop Dogg
0,/name/nm0004880/,Micky Dolenz
