,0
1266,Justin Kreutzmann
1267,Justin Kurzel
1268,Justin Lerner
1269,Justin Lin
1270,Justin MacGregor
1271,Justin Roberts
1272,Justin Tipping
1273,Justin Ward
1274,János Edelényi
1275,Jérôme Reybaud
1276,Ka-Wai Kam
1277,Kabir Khan
1278,Kaige Chen
1279,Kamaljit Singh
1280,Kantemir Balagov
1281,Kaouther Ben Hania
1282,Kar Lok Chin
1283,Karan Johar
1284,Karen Gillan
1285,Karey Kirkpatrick
1286,Karim Aïnouz
1287,Karyn Kusama
1288,Kasi Lemmons
1289,Kasper Collin
1290,Kate McIntyre Clere
1291,Kate Mulleavy
1292,Kate Novack
1293,Kate Rees Davies
1294,Katell Quillévéré
1295,Kathryn Bigelow
1296,Katsushi Sakurabi
1297,Katt Shea
1298,Kay Cannon
1299,Kazuaki Kiriya
1300,Kazuchika Kise
1301,Kazuhiro Furuhashi
1302,Kazuo Sakai
1303,Keiichi Hara
1304,Keitarô Motonaga
1305,Keith Behrman
1306,Keith Fulton
1307,Keith Maitland
1308,Kelly Asbury
1309,Kelly Fremon Craig
1310,Kelly Noonan
1311,Kelly Reichardt
1312,Kelly Richmond Pope
1313,Ken Kwapis
1314,Ken Loach
1315,Ken Marino
1316,Ken Sanzel
1317,Kenji Kamiyama
1318,Kenji Nagasaki
1319,Kenneth A. Carlson
1320,Kenneth Branagh
1321,Kenneth Lonergan
1322,Kent Jones
1323,Kent Moran
1324,Keoni Waxman
1325,Kevan Otto
1326,Kevin Carraway
1327,Kevin Connolly
1328,Kevin Goetz
1329,Kevin Kerslake
1330,Kevin Knoblock
1331,Kevin Kölsch
1332,Kevin Macdonald
1333,Kevin Munroe
1334,Kevin Peeples
1335,Kevin Phillips
1336,Kevin Pollak
1337,Kevin Reynolds
1338,Kevin Smith
1339,Kevin Sorbo
1340,Khalik Allah
1341,Khan Lee
1342,Khurram H. Alavi
1343,Kief Davidson
1344,Kieran Darcy-Smith
1345,Kim A. Snyder
1346,Kim Druzhinin
1347,Kim Farrant
1348,Kim Longinotto
1349,Kim Min-Ho
1350,Kim Nguyen
1351,Kimberly Reed
1352,Kip Andersen
1353,Kirby Dick
1354,Kirby Voss
1355,Kirill Mikhanovsky
1356,Kirill Serebrennikov
1357,Kirk Jones
1358,Kirk Simon
1359,Kirsten Johnson
1360,Kirsten Tan
1361,Kitarô Kôsaka
1362,Kitty Green
1363,Kiyoshi Kurosawa
1364,Kogonada
1365,Koki Shigeno
1366,Konstantin Feoktistov
1367,Kook-Hee Choi
1368,Koratala Siva
1369,Kris Avedisian
1370,Kris Rey
1371,Kristin McCarthy Parker
1372,Kristina Grozeva
1373,Kriv Stenders
1374,Kunihiko Yuyama
1375,Kurt Vincent
1376,Kwang-Hyun Park
1377,Kyle Balda
1378,Kyle Ham
1379,Kyle Lollis
1380,Kyle Newman
1381,Kyle Patrick Alvarez
1382,Kyung Ho Lee
1383,Kyung-taek Kwak
1384,K么ji Fukada
1385,La Raza
1386,Ladj Ly
1387,Lake Bell
1388,Lana Wachowski
1389,Lana Wilson
1390,Lance Daly
1391,Lara Stolman
1392,Laron Austin
1393,Lars Klevberg
1394,Lars Kraume
1395,Lasse Hallström
1396,Laura Bispuri
1397,Laura Fairrie
1398,Laura Gabbert
1399,Laura Poitras
1400,Laura Steinel
1401,Laure de Clermont-Tonnerre
1402,Laurel Chiten
1403,Lauren Greenfield
1404,Laurent Cantet
1405,Laurent Tirard
1406,Laurie Anderson
1407,Laurie Collyer
1408,Laurie Simmons
1409,Lawrence Sher
1410,Laxman Utekar
1411,Le-Van Kiet
1412,Lee Cronin
1413,Lee Toland Krieger
1414,Lee Wilkof
1415,Leena Yadav
1416,Lei Yang
1417,Leigh Whannell
1418,Lena Khan
1419,Lenny Abrahamson
1420,Leo Zhang
1421,Leon Ding
1422,Leon Lee
1423,Leon Marr
1424,Leslie Small
1425,Leslye Headland
1426,Leste Chen
1427,Levan Akin
1428,Leyla Bouzid
1429,Li Cheng
1430,Li Jun
1431,Liam O Mochain
1432,Lila Avilés
1433,Lilibet Foster
1434,Lilly Heart Marriott
1435,Lin Oeding
1436,Linda Saffire
1437,Linda Yellen
1438,Lindsey Cordero
1439,Lior Geller
1440,Lisa Addario
1441,Lisa Arnold
1442,Lisa Immordino Vreeland
1443,Liza Johnson
1444,Lizabeth Rogers
1445,Lok Man Leung
1446,Lone Scherfig
1447,Lonny Price
1448,Lorcan Finnegan
1449,Lorena Villarreal
1450,Lorene Scafaria
1451,Lorenzo Thione
1452,Lorna Tucker
1453,Louie Psihoyos
1454,Louis Garrel
1455,Louis Leterrier
1456,Louise Archambault
1457,Lowell Dean
1458,Luc Besson
1459,Luc Jacquet
1460,Luca Guadagnino
1461,Lucas Belvaux
1462,Lucia Aniello
1463,Lucio Castro
1464,Lucrecia Martel
1465,Lucy Walker
1466,Luis Javier Henaine
1467,Luis Ortega
1468,Luis Prieto
1469,Lukas Feigelfeld
1470,Luke Korem
1471,Luke Lorentzen
1472,Luke Meyer
1473,Luke Scott
1474,Lulu Wang
1475,Lun Su
1476,Lutz Gregor
1477,Luv Ranjan
1478,Lydia Tenaglia
1479,Lynn Shelton
1480,Lynne Ramsay
1481,Lynne Southerland
1482,Lysa Heslov
1483,M. Night Shyamalan
1484,Maclain Nelson
1485,Madeleine Olnek
1486,Mads Br端gger
1487,Maggie Betts
1488,Maggie Greenwald
1489,Maia Wechsler
1490,Makoto Shinkai
1491,Maksim Fadeev
1492,Malcolm D. Lee
1493,Malgorzata Szumowska
1494,Malik Bader
1495,Mamoru Hosoda
1496,Mandie Fletcher
1497,Marc Abraham
1498,Marc Forster
1499,Marc Fusco
1500,Marc J. Francis
1501,Marc Meyers
1502,Marc Silver
1503,Marc Turtletaub
1504,Marc Webb
1505,Marcel Walz
1506,Marcela Rincón
1507,Marcie Begleiter
1508,Marco Bellocchio
1509,Marco Dutra
1510,Marco La Villa
1511,Marcos Carnevale
1512,Marcus Lindeen
1513,Margarethe von Trotta
1514,Mari Okada
1515,Mari-Lynn C. Evans
1516,Maria Allred
1517,Maria Peters
1518,Maria Schrader
1519,Mariano Fernández
1520,Mariano Llinás
1521,Marie Kreutzer
1522,Marie Losier
1523,Marie Noëlle
1524,Marie-Hélène Rebois
1525,Marielle Heller
1526,Marilyn Ness
1527,Marina Willer
1528,Marine Francen
1529,Mario Van Peebles
1530,Maris Curran
1531,Marius A. Markevicius
1532,Marjoleine Boonstra
1533,Mark Allen Michaels
1534,Mark Bozek
1535,Mark Bramble
1536,Mark Burton
1537,Mark Cousins
1538,Mark Drury Taylor
1539,Mark Elijah Rosenberg
1540,Mark Hayes
1541,Mark Landsman
1542,Mark Linfield
1543,Mark Neale
1544,Mark Neveldine
1545,Mark Pellington
1546,Mark Steven Grove
1547,Mark Steven Johnson
1548,Mark Vadik
1549,Mark Waters
1550,Martin Bell
1551,Martin Butler
1552,Martin Campbell
1553,Martin Guigui
1554,Martin Makariev
1555,Martin McDonagh
1556,Martin Montgomery
1557,Martin Owen
1558,Martin Scorsese
1559,Martyn Atkins
1560,Mary Agnes Donoghue
1561,Mary Harron
1562,Marya Cohn
1563,Maryam Keshavarz
1564,Masaaki Yuasa
1565,Masayuki Kojima
1566,Mat Whitecross
1567,Mateo Gil
1568,Mathew Cullen
1569,Matt Bettinelli-Olpin
1570,Matt Brown
1571,Matt Chastain
1572,Matt Cooper
1573,Matt Hullum
1574,Matt Reeves
1575,Matt Ross
1576,Matt Ruskin
1577,Matt Schrader
1578,Matt Sobel
1579,Matt Spicer
1580,Matt Tyrnauer
1581,Matt Wolf
1582,Matteo Garrone
1583,Matthew Barney
1584,Matthew Charles Santoro
1585,Matthew Cooke
1586,Matthew E. Rosen
1587,Matthew Heineman
1588,Matthew McDuffie
1589,Matthew Miele
1590,Matthew Newton
1591,Matthew Ornstein
1592,Matthew Porterfield
1593,Matthew Ross
1594,Matthew Vaughn
1595,Matty Beckerman
1596,Matías Moltrasio
1597,Matías Piñeiro
1598,Maura Axelrod
1599,Mauro Borrelli
1600,Max Adams
1601,Max Joseph
1602,Max Lewkowicz
1603,Max Martini
1604,Max Minghella
1605,Max Pachman
1606,Max Porter
1607,Max Winkler
1608,Maxim Pozdorovkin
1609,Maysaloun Hamoud
1610,Maïwenn
1611,Meera Menon
1612,Megumi Sasaki
1613,Mehrdad Oskouei
1614,Mel Gibson
1615,Melanie Martinez
1616,Melina Matsoukas
1617,Meredith Danluck
1618,Mia Hansen-Løve
1619,Michael Almereyda
1620,Michael Bay
1621,Michael Beach Nichols
1622,Michael Bolton
1623,Michael Carney
1624,Michael Cross
1625,Michael Cuesta
1626,Michael Damian
1627,Michael Dougherty
1628,Michael Dowse
1629,Michael Dudok de Wit
1630,Michael Dweck
1631,Michael Engler
1632,Michael G. Kehoe
1633,Michael Gracey
1634,Michael Grandage
1635,Michael Haertlein
1636,Michael Haneke
1637,Michael John Warren
1638,Michael Jr.
1639,Michael Levine
1640,Michael Linn
1641,Michael Mailer
1642,Michael Mann
1643,Michael Mason
1644,Michael Mayer
1645,Michael Melski
1646,Michael Moore
1647,Michael Noer
1648,Michael Oblowitz
1649,Michael Pearce
1650,Michael Roberts
1651,Michael S. Ojeda
1652,Michael Showalter
1653,Michael Skolnick
1654,Michael Spierig
1655,Michael Sucsy
1656,Michael Tiddes
1657,Michael Tyburski
1658,Michael William Gordon
1659,Michael Winnick
1660,Michael Winterbottom
1661,Michal Aviad
1662,Michal Kondrat
1663,Michal Marczak
1664,Michel Franco
1665,Michel Laprise
1666,Michelle Esrick
1667,Mick Jackson
1668,Mickey Lemle
1669,Midge Costin
1670,Miguel A. Ferrer
1671,Miguel Arteta
1672,Mike Ahern
1673,Mike Birbiglia
1674,Mike Flanagan
1675,Mike Leigh
1676,Mike Mendez
1677,Mike Mills
1678,Mike Mitchell
1679,Mike Norris
1680,Mike P. Nelson
1681,Mike Thurmeier
1682,Mike White
1683,Milad Alami
1684,Milap Zaveri
1685,Miles Doleac
1686,Miles Lagoze
1687,Milko Lazarov
1688,Milorad Krstic
1689,Mimi Leder
1690,Minar Malhotra
1691,Mira Nair
1692,Miranda Bailey
1693,Mitch Davis
1694,Mitchell Altieri
1695,Mohamed Diab
1696,Monia Chokri
1697,Morgan Capps
1698,Morgan Neville
1699,Morten Tyldum
1700,Moze Mossanen
1701,Muayad Alayan
1702,Mudassar Aziz
1703,Muffie Meyer
1704,Muye Wen
1705,Nacho G. Velilla
1706,Nacho Vigalondo
1707,Nadav Lapid
1708,Nadine Labaki
1709,Nag Ashwin
1710,Nanfu Wang
1711,Naoko Yamada
1712,Narcissister
1713,Nash Edgerton
1714,Natalie Kottke
1715,Natalie Portman
1716,Nate Parker
1717,Nathan Adloff
1718,Nathan Frankowski
1719,Nathan Silver
1720,Nathaniel Kahn
1721,Nathaniel Lezra
1722,Neal Schrodetzki
1723,Neasa Ní Chianáin
1724,Neil Berkeley
1725,Neil Burger
1726,Neil Jordan
1727,Neil Marshall
1728,Neill Blomkamp
1729,Nelson George
1730,Nelson Venkatesan
1731,Nia DaCosta
1732,Niall Johnson
1733,Nicholas DiBella
1734,Nicholas Gyeney
1735,Nicholas Hytner
1736,Nicholas McCarthy
1737,Nicholas Stoller
1738,Nick Broomfield
1739,Nick Bruno
1740,Nick Hamm
1741,Nick Louvel
1742,Nick Love
1743,Nick Morris
1744,Nick Park
1745,Nick Powell
1746,Nick Searcy
1747,Nick Weiss
1748,Nicolai Fuglsig
1749,Nicolas Pesce
1750,Nicolas Vanier
1751,Nicolas Winding Refn
1752,Nicolás López
1753,Niels Arden Oplev
1754,Niels Bolbrinker
1755,Niki Caro
1756,Nikita Argunov
1757,Nikkhil Advani
1758,Nikolaj Arcel
1759,Nima Nourizadeh
1760,Nisha Ganatra
1761,Nitesh Tiwari
1762,Noah Baumbach
1763,Noah Hawley
1764,Nora Twomey
1765,Noriyuki Abe
1766,Norman Gregory McGuire
1767,Nuri Bilge Ceylan
1768,O.H. Krill
1769,Obin Olson
1770,Oded Binnun
1771,Ofir Raul Graizer
1772,Ofra Bloch
1773,Ognjen Glavonic
1774,Oh-Kwang Kwon
1775,Ol Parker
1776,Oleg Stepchenko
1777,Oliver Daly
1778,Oliver Irving
1779,Oliver Murray
1780,Oliver Parker
1781,Oliver Stone
1782,Oliver Thompson
1783,Olivia Wilde
1784,Olivier Assayas
1785,Ondi Timoner
1786,Onur Tukel
1787,Oren Jacoby
1788,Oren Moverman
1789,Oren Peli
1790,Oren Rudavsky
1791,Osmany Rodriguez
1792,Otto Bathurst
1793,Ousa Khun
1794,Owen Egerton
1795,Oz Scott
1796,P. David Ebersole
1797,Pablo Larraín
1798,Pablo Solarz
1799,Pablo Trapero
1800,Paco Cabezas
1801,Paco León
1802,Paddy Breathnach
1803,Pamela B. Green
1804,Pamela Romanowsky
1805,Pamela Tanner Boll
1806,Pankaj Batra
1807,Panos Cosmatos
1808,Paolo Dy
1809,Paolo Virzì
1810,Pappi Corsicato
1811,Pasha Patriki
1812,Pat Healy
1813,Pat Necerato
1814,Patricia DiSalvo Viayra
1815,Patricia Riggen
1816,Patricia Rozema
1817,Patricio Guzmán
1818,Patrick Brice
1819,Patrick Creadon
1820,Patrick Hughes
1821,Patrick Imbert
1822,Patrick Magee
1823,Patrick Shen
1824,Patrick Wang
1825,Patty Jenkins
1826,Paul Ashton
1827,Paul Brown
1828,Paul Calori
1829,Paul Currie
1830,Paul Dalio
1831,Paul Dano
1832,Paul David Kennamer Jr.
1833,Paul Downs Colaizzo
1834,Paul Feig
1835,Paul Goldsmith
1836,Paul Greengrass
1837,Paul Gross
1838,Paul Haggis
1839,Paul Harrill
1840,Paul Hegeman
1841,Paul Kampf
1842,Paul King
1843,Paul McGuigan
1844,Paul Munger
1845,Paul Schrader
1846,Paul Taublieb
1847,Paul Thomas Anderson
1848,Paul Tibbitt
1849,Paul Van Carter
1850,Paul Weitz
1851,Paula Eiselt
1852,Pedro Almodóvar
1853,Pedro Costa
1854,Pella Kagerman
1855,Pema Tseden
1856,Penny Lane
1857,Pernille Fischer Christensen
1858,Perry Lang
1859,Pete Docter
1860,Peter Andrikidis
1861,Peter Berg
1862,Peter Billingsley
1863,Peter Bratt
1864,Peter Chelsom
1865,Peter D. Hutchison
1866,Peter Farrelly
1867,Peter Flynn
1868,Peter Hedges
1869,Peter Hutchings
1870,Peter Jackson
1871,Peter Landesman
1872,Peter Lataster
1873,Peter Livolsi
1874,Peter Nicks
1875,Peter Parlow
1876,Peter Segal
1877,Peter Sohn
1878,Peter Sollett
1879,Petra Biondina Volpe
1880,Petra Epperlein
1881,Peyton Reed
1882,Phil Gorn
1883,Phil Johnston
1884,Philippe Bellaiche
1885,Philippe Falardeau
1886,Philippe Faucon
1887,Philippe Lesage
1888,Phillip Baribeau
1889,Phillip Guzman
1890,Pierre Godeau
1891,Pierre Morel
1892,Pieter van Huystee
1893,Pitipol Ybarra
1894,Poli Martinez Kaplun
1895,Polly Draper
1896,Pradeep Sarkar
1897,Praveen Sattaru
1898,Preston A. Whitmore II
1899,Prune Nourry
1900,Pål Øie
1901,Qasim Basir
1902,Quentin Tarantino
1903,R. Balki
1904,R. Scott Leisk
1905,R.S. Prasanna
1906,RaMell Ross
1907,Rachel Dretzin
1908,Rachel Israel
1909,Radha Krishna Jagarlamudi
1910,Radu Jude
1911,Rafi Pitts
1912,Rahul Dholakia
1913,Raj Kumar Gupta
1914,Raja Gosnell
1915,Raja Menon
1916,Rajkumar Hirani
1917,Rakeysh Omprakash Mehra
1918,Ralph Fiennes
1919,Ralph Strean
1920,Ram Madhvani
1921,Rama Burshtein
1922,Raman Hui
1923,Randall Wright
1924,Rankin Hickman
1925,Raoul Peck
1926,Ravi Kapoor
1927,Rawson Marshall Thurber
1928,Ray Yeung
1929,Raymond Depardon
1930,Rebecca Miller
1931,Rebecca Wang
1932,Rebecca Zlotowski
1933,Reginald Hudlin
1934,Reinaldo Marcus Green
1935,Reuben Atlas
1936,Reuben Evans
1937,Rhyan LaMarr
1938,Rian Johnson
1939,Ribhu Dasgupta
1940,Ric Roman Waugh
1941,Ricardo de Montreuil
1942,Rich Christiano
1943,Richard Dale
1944,Richard Eyre
1945,Richard Gabai
1946,Richard Grieco
1947,Richard Lanni
1948,Richard Levine
1949,Richard Linklater
1950,Richard Lowenstein
1951,Richard Schenkman
1952,Richard Stanley
1953,Richard Tanne
1954,Richie Keen
1955,Rick Altizer
1956,Rick Alverson
1957,Rick Barnes
1958,Rick Famuyiwa
1959,Rick Morales
1960,Ridley Scott
1961,Riley Stearns
1962,Ringo Lam
1963,Ritesh Batra
1964,Rob Ashford
1965,Rob Cohen
1966,Rob Epstein
1967,Rob Fruchtman
1968,Rob Greenberg
1969,Rob Letterman
1970,Rob Marshall
1971,Rob Reiner
1972,Rob W. King
1973,Rob Zombie
1974,Robbie Bryan
1975,Robbie Grewal
1976,Robbie Pickering
1977,Robert Bahar
1978,Robert Budreau
1979,Robert Cannon
1980,Robert Cole
1981,Robert Eggers
1982,Robert Fernandez
1983,Robert Fontaine
1984,Robert Gordon
1985,Robert Greene
1986,Robert Kenner
1987,Robert Kouba
1988,Robert Mockler
1989,Robert Orlando
1990,Robert Rodriguez
1991,Robert Schwentke
1992,Robert Townsend
1993,Robert Zemeckis
1994,Roberta Grossman
1995,Robin Aubert
1996,Robin Bissell
1997,Robin Campillo
1998,Robin Lough
1999,Robin McKenna
2000,Robin Swicord
2001,Rodney Ascher
2002,Rodney Evans
2003,Rodrigo Barriuso
2004,Rodrigo Plá
2005,Rodrigo Triana
2006,Roger Avary
2007,Roger Hinze
2008,Roger Michell
2009,Roger Paradiso
2010,Roger Ross Williams
2011,Roger Spottiswoode
2012,Rohit Dhawan
2013,Rohit Shetty
2014,Roland Emmerich
2015,Roland Joffé
2016,Roland Vranik
2017,Roman Polanski
2018,Ron Clements
2019,Ron Davis
2020,Ron Howard
2021,Ron Mann
2022,Ron Shelton
2023,Ron Yuan
2024,Rory Feek
2025,Rory Kennedy
2026,Roschdy Zem
2027,Rosemary Myers
2028,Ross Katz
2029,Ross Patterson
2030,Rotimi Rainwater
2031,Roxann Dawson
2032,Roxanne Benjamin
2033,Roy Szeto
2034,Ruben Fleischer
2035,Ruben Östlund
2036,Rufus Norris
2037,Rungano Nyoni
2038,Rupert Everett
2039,Rupert Goold
2040,Rupert Sanders
2041,Rupert Wyatt
2042,Russell Brown
2043,Russell Harbaugh
2044,Russell Mulcahy
2045,Ruth Caudeli
2046,Ry Russo-Young
2047,Ryan Coogler
2048,Ryan Graves
2049,Ryan Justice
2050,Ryan M. Kennedy
2051,Ryan Suffern
2052,Ryan White
2053,Ryon Baxter
2054,Ry没suke Hamaguchi
2055,Rémi Kessler
2056,R端diger Suchsland
2057,S. Craig Zahler
2058,S.A. Halewood
2059,S.S. Rajamouli
2060,"Sa"", "
2061,Sabaah Folayan
2062,Sabine Krayenbühl
2063,Sabir Khan
2064,Sadaf Foroughi
2065,Sally Colon-Petree
2066,Sally Potter
2067,Sam Bathrick
2068,Sam Blair
2069,Sam Dunn
2070,Sam Garbarski
2071,Sam Hoffman
2072,Sam Levinson
2073,Sam Liu
2074,Sam Mendes
2075,Sam Taylor-Johnson
2076,Sam de Jong
2077,Samir Oliveros
2078,Samuel Maoz
2079,Sandra Kwan Yue Ng
2080,Sandra L. Martin
2081,Sandra Luckow
2082,Sang Geun Lee
2083,Sang-soo Hong
2084,Sanjay Gupta
2085,Sanjay Leela Bhansali
2086,Sanjay Rawal
2087,Santiago Mitre
2088,Sara Driver
2089,Sara Taksler
2090,Sara Zandieh
2091,Sarah Adina Smith
2092,Sarah Gavron
2093,Sarah Kerruish
2094,Sarik Andreasyan
2095,Sasha Gordon
2096,Sasha Waters Freyer
2097,Satoshi Kuwabara
2098,Saul Dibb
2099,Scott B. Hansen
2100,Scott Beck
2101,Scott Cooper
2102,Scott D. Rosenbaum
2103,Scott Derrickson
2104,Scott Elliott
2105,Scott Hamilton Kennedy
2106,Scott Haze
2107,Scott Jacobs
2108,Scott Mann
2109,Scott Prestin
2110,Scott Smith
2111,Scott Speer
2112,Scott Waugh
2113,Scott Windhauser
2114,Sean Anders
2115,Sean Baker
2116,Sean Bloomfield
2117,Sean Brosnan
2118,Sean Carter
2119,Sean Ellis
2120,Sean Evans
2121,Sean Hanish
2122,Sean McNamara
2123,Sean Mewshaw
2124,Sebastian Jones
2125,Sebastián Lelio
2126,Sebastián Silva
2127,Serena Dykman
2128,Serge Bozon
2129,Sergey Mokritskiy
2130,Seth Gordon
2131,Seth Kramer
2132,Seth MacFarlane
2133,Seung-wan Ryoo
2134,Severin Fiala
2135,Shaad Ali
2136,Shana Feste
2137,Shane Black
2138,Shannon Service
2139,Sharat Katariya
2140,Sharon Maguire
2141,Sharon Wilharm
2142,Shashank Khaitan
2143,Shawn Crahan
2144,Shawn Seet
2145,Shawn Snyder
2146,Shelly Chopra Dhar
2147,Shemi Zarhin
2148,Sheng Ding
2149,Shimon Dotan
2150,Shin-yeon Won
2151,Shinji Higuchi
2152,Shinsuke Sato
2153,Shintaro Shimosawa
2154,Shraysi Tandon
2155,Shree Narayan Singh
2156,Shreyas Talpade
2157,Shunji Iwai
2158,Shôjirô Nishimi
2159,Sicheng Chen
2160,Siddharth Anand
2161,Siddharth Malhotra
2162,Sierra Pettengill
2163,Silas Howard
2164,Simeon Halligan
2165,Simon Baker
2166,Simon Curtis
2167,Simon Godwin
2168,Simon Hunter
2169,Simon Kaijser
2170,Simon Kinberg
2171,Simon Napier-Bell
2172,Simon Stone
2173,Simon Verhoeven
2174,Simon West
2175,Sitisiri Mongkolsiri
2176,Siwei Cui
2177,So Yong Kim
2178,Sofia Coppola
2179,Soi Cheang
2180,Sonia Kennebeck
2181,Soo-youn Lee
2182,Sophia Takal
2183,Sophie Brooks
2184,Sophie Fiennes
2185,Sophie Lorain
2186,"Souza"", "
2187,Spike Lee
2188,Srikant Chellappa
2189,Sriram Raghavan
2190,Stacy Title
2191,Stanley Nelson
2192,Stanley Tong
2193,Stanley Tucci
2194,Stella Meghie
2195,Stephan Rick
2196,Stephan Schultze
2197,Stephen Apkon
2198,Stephen Burke
2199,Stephen Chbosky
2200,Stephen Chow
2201,Stephen Dunn
2202,Stephen Frears
2203,Stephen Fung
2204,Stephen Gaghan
2205,Stephen Gyllenhaal
2206,Stephen Herek
2207,Stephen Hopkins
2208,Stephen Merchant
2209,Stephen Nomura Schible
2210,Stephen S. Campanelli
2211,Stephen Shin
2212,Stephen Susco
2213,Stephen T. Maing
2214,Stephen Wilkes
2215,Stevan Riley
2216,Steve Brown
2217,Steve Carr
2218,Steve Clark
2219,Steve Gomer
2220,Steve Hicks
2221,Steve Hoover
2222,Steve James
2223,Steve Loveridge
2224,Steve M Kelly
2225,Steve Martino
2226,Steve McLean
2227,Steve McQueen
2228,Steve Pink
2229,Steven C. Miller
2230,Steven Cantor
2231,Steven Caple Jr.
2232,Steven Knight
2233,Steven Lewis Simpson
2234,Steven Okazaki
2235,Steven Soderbergh
2236,Steven Spielberg
2237,Stig Björkman
2238,Storm Ashwood
2239,Stuart Hazeldine
2240,Stuart Swezey
2241,Stéphane Brizé
2242,Su Rynard
2243,Sudha Kongara
2244,Sujoy Ghosh
2245,Suk-Yoon Kim
2246,Sukhwinder Singh Vismaad
2247,Sunao Katabuchi
2248,Sung-Hyun Choi
2249,Sung-hoon Kim
2250,Sung-su Kim
2251,Susan Froemke
2252,Susan Glatzer
2253,Susan Johnson
2254,Susanna Fogel
2255,Susanna Nicchiarelli
2256,Susanna White
2257,Suzannah Herbert
2258,Suzi Ewing
2259,Svyatoslav Podgaevskiy
2260,Swaroop Rsj
2261,Swati Bhise
2262,Sy Gowthamraj
2263,Sylvain White
2264,Sébastien Chabot
2265,Sébastien Laudenbach
2266,T.C. Christensen
2267,T.G. Herrington
2268,T.J. Scott
2269,Tabbert Fiiller
2270,Tadayoshi Yamamuro
2271,Tae You Chang
2272,Tae-hwa Eom
2273,Taika Waititi
2274,Takaomi Kanasaki
2275,Takashi Miike
2276,Takashi Otsuka
2277,Talal Derki
2278,Tamara Kotevska
2279,Tara Wood
2280,Tarik Saleh
2281,Taron Lexton
2282,Tarsem Singh
2283,Taryn Brumfitt
2284,Tate Taylor
2285,Tatsuma Minamikawa
2286,Tatsuya Ishihara
2287,Tatsuya Nagamine
2288,Taylor Hackford
2289,Taylor Sheridan
2290,Ted Amaradidis
2291,Terence Davies
2292,Terrence Malick
2293,Terron R. Parsons
2294,Terry George
2295,Terry Jones
2296,Tetsuo Yajima
2297,The Brothers Freeman
2298,Thea Sharrock
2299,Theo Anthony
2300,Theo Avgerinos
2301,Theodore Melfi
2302,Theresa Bennett
2303,Thierry Demaizière
2304,Thomas Lennon
2305,Thomas Lilti
2306,Thomas Piper
2307,Thomas Purifoy
2308,Thomas Riedelsheimer
2309,Thomas Stuber
2310,Thomas Vinterberg
2311,Thurop Van Orman
2312,Ti West
2313,Til Schweiger
2314,Tim Blake Nelson
2315,Tim Burton
2316,Tim French
2317,Tim Janis
2318,Tim Johnson
2319,Tim Kirkby
2320,Tim Mahoney
2321,Tim Miller
2322,Tim Rouhana
2323,Tim Story
2324,Tim Sutton
2325,Tim Wardle
2326,Timo Vuorensola
2327,Timothy A. Chey
2328,Timothy Greenfield-Sanders
2329,Timothy Hines
2330,Timothy Kendall
2331,Timothy McNeil
2332,Timothy Reckart
2333,Timothy Woodward Jr.
2334,Timur Bekmambetov
2335,Tina Adams
2336,Tina Gordon
2337,Titus Paar
2338,Todd Haynes
2339,Todd Phillips
2340,Todd Robinson
2341,Todd Soliday
2342,Todd Solondz
2343,Todd Strauss-Schulson
2344,Tom DeNucci
2345,Tom Donahue
2346,Tom Ford
2347,Tom Gianas
2348,Tom Gould
2349,Tom Harper
2350,Tom Hooper
2351,Tom Lewis
2352,Tom McCarthy
2353,Tom McGrath
2354,Tom Shadyac
2355,Tom Simes
2356,Tom Six
2357,Tom Tykwer
2358,Tom Volf
2359,Tomas Alfredson
2360,Tomer Heymann
2361,Tommy Haines
2362,Tomohiro Kawamura
2363,Tomonori Sudô
2364,Toni Myers
2365,Tony Bancroft
2366,Tony Chan
2367,Tony Grech-Smith
2368,Tony Ka Fai Leung
2369,Tony Leondis
2370,Tony McNamara
2371,Tony Stone
2372,Tony Zierra
2373,Travis Cluff
2374,Travis Holt Hamilton
2375,Travis Knight
2376,Travis Wilkerson
2377,Travis Zariwny
2378,Trevor Hardy
2379,Trevor Nunn
2380,Trevor Wall
2381,Trey Edward Shults
2382,Trey Haley
2383,Trish Sie
2384,Tristan Ferland Milewski
2385,Trudie Styler
2386,Tung-Shing Yee
2387,Tuva Novotny
2388,Ty Hodges
2389,Ty Roberts
2390,Tyler Farr
2391,Tyler MacIntyre
2392,Tyler Nilson
2393,Tyler Perry
2394,Tyler Shields
2395,Udi Aloni
2396,Ui-seok Jo
2397,Umesh Shukla
2398,Vahe Berberian
2399,Vahid Jalilvand
2400,Vahik Pirhamzei
2401,Valerio Ruiz
2402,Valérie Müller
2403,Van Ling
2404,Van Neistat
2405,Vanessa Gould
2406,Victor Kanefsky
2407,Victor Salva
2408,Victor Vu
2409,Vidhu Vinod Chopra
2410,Vijay Krishna Acharya
2411,Vikas Bahl
2412,Vikramaditya Motwane
2413,Viktor Jakovleski
2414,Viktor Kosakovskiy
2415,Vincent Perez
2416,Vincent Sabella
2417,Vipul Amrutlal Shah
2418,Vlad Yudin
2419,Vladimir de Fontenay
2420,Vladlen Barbe
2421,Waad Al-Kateab
2422,Walt Becker
2423,Walter Hill
2424,Wanuri Kahiu
2425,Warren Beatty
2426,Warren P. Sonoda
2427,Warren Pemberton
2428,Warwick Thornton
2429,Wayne Isham
2430,Wayne Price
