,title,runtime,release_date,rating,prod_co,metaScore,metaUserScore,imdb_rating,genre,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,directors,writers,budget,opening_wknd,gross_dom,gross_int,title_code
0,Aloha,0,2015-05-29,PG-13,"['Columbia Pictures', 'Columbia Pictures']",0,0,0,"['Comedy', 'Drama', 'Romance']",/name/nm0177896/,/name/nm1046097/,/name/nm1297015/,/name/nm0000285/,/name/nm0000195/,/name/nm1024677/,/name/nm1144419/,/name/nm0131966/,/name/nm5897057/,/name/nm5994559/,['Cameron Crowe'],['Cameron Crowe'],37000000,9670235,21067116.0,26250020.0,tt1243974
0,The Lovers,0,2015-02-13,R,"['Corsan', 'Corsan World Sales', 'IFC Films']",0,0,0,"['Action', 'Adventure', 'Romance', 'Sci-Fi']",/name/nm0001326/,/name/nm0060607/,/name/nm0989182/,/name/nm3572924/,/name/nm2129444/,/name/nm0450274/,/name/nm1867717/,/name/nm4163492/,/name/nm3342825/,/name/nm0063914/,['Roland Joffé'],"['Ajey Jhankar', 'Roland Joffé']",50000000,66428,,,tt1321869
0,Faith of Our Fathers,0,2015-07-01,PG-13,"['Downes Brothers Entertainment', 'Pure Flix / Quality Flix', 'Cinedigm Entertainment Group']",0,0,0,['Drama'],/name/nm0924684/,/name/nm0235948/,/name/nm0000286/,/name/nm0121026/,/name/nm0820594/,/name/nm0569702/,/name/nm0926697/,/name/nm2035528/,/name/nm0029890/,/name/nm8023849/,['Carey Scott'],"['Kevin Downes', 'Carey Scott', 'Harold Uhl', 'David A.R. White']",433000,1004105,1004105.0,,tt1322393
0,Terminator Genisys,0,2015-07-01,PG-13,"['Paramount Pictures', 'Creative Artists Agency (CAA)', 'Paramount Pictures']",0,0,0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",/name/nm0000216/,/name/nm0164809/,/name/nm3592338/,/name/nm2541974/,/name/nm0799777/,/name/nm3912883/,/name/nm1741002/,/name/nm0005524/,/name/nm0496932/,/name/nm0321591/,['Alan Taylor'],"['Laeta Kalogridis', 'Patrick Lussier', 'James Cameron', 'Gale Anne Hurd']",155000000,27018486,89760956.0,440603537.0,tt1340138
0,Black Mass,0,2015-09-18,R,"['Cross Creek Pictures', 'Creative Artists Agency (CAA)', 'Warner Bros.']",0,0,0,"['Biography', 'Crime', 'Drama']",/name/nm0000136/,/name/nm1212722/,/name/nm0424848/,/name/nm0249291/,/name/nm0000102/,/name/nm0765597/,/name/nm0687146/,/name/nm0168262/,/name/nm1092086/,/name/nm0004395/,['Scott Cooper'],"['Mark Mallouk', 'Jez Butterworth', 'Dick Lehr', ""Gerard O'Neill""]",53000000,22635037,62575678.0,99775678.0,tt1355683
0,Beasts of No Nation,0,2015-10-16,Not Rated,"['Red Crown Productions', 'Bleecker Street Media']",0,0,0,"['Drama', 'War']",/name/nm6781688/,/name/nm7636995/,/name/nm7636996/,/name/nm7636997/,/name/nm7636998/,/name/nm3848310/,/name/nm7374435/,/name/nm7636999/,/name/nm1908253/,/name/nm0037782/,['Cary Joji Fukunaga'],"['Cary Joji Fukunaga', 'Uzodinma Iweala']",6000000,51003,90777.0,90777.0,tt1365050
0,In the Heart of the Sea,0,2015-12-11,PG-13,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Biography', 'Drama', 'History']",/name/nm1165110/,/name/nm0614165/,/name/nm0322407/,/name/nm0924210/,/name/nm0907548/,/name/nm0265610/,/name/nm4043618/,/name/nm2167957/,/name/nm0226817/,/name/nm1152798/,['Ron Howard'],"['Charles Leavitt', 'Charles Leavitt', 'Rick Jaffa', 'Amanda Silver', 'Nathaniel Philbrick']",100000000,11053366,25020758.0,93920758.0,tt1390411
0,Mad Max: Fury Road,0,2015-05-15,R,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",/name/nm0362766/,/name/nm0000234/,/name/nm0396558/,/name/nm2368789/,/name/nm0117412/,/name/nm2890541/,/name/nm0428923/,/name/nm2492819/,/name/nm2142336/,/name/nm3880181/,['George Miller'],"['George Miller', 'Brendan McCarthy', 'Nick Lathouris']",150000000,45428128,154058340.0,375209362.0,tt1392190
0,Straight Outta Compton,0,2015-08-14,R,"['Universal Pictures', 'Universal Pictures']",0,0,0,"['Biography', 'Drama', 'History', 'Music']",/name/nm6578009/,/name/nm3659660/,/name/nm4207146/,/name/nm0112932/,/name/nm0388038/,/name/nm5418987/,/name/nm3976974/,/name/nm3842417/,/name/nm3381295/,/name/nm0316079/,['F. Gary Gray'],"['Jonathan Herman', 'Andrea Berloff', 'S. Leigh Savidge', 'Alan Wenkus', 'Andrea Berloff']",28000000,60200180,161197785.0,201634991.0,tt1398426
0,Red Herring,0,2015-10-30,Not Rated,"['Arcay Studios', 'Indican Pictures']",0,0,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",/name/nm0883480/,/name/nm0665114/,/name/nm1069803/,/name/nm3688939/,/name/nm0363665/,/name/nm0329189/,/name/nm1049044/,/name/nm0082311/,/name/nm0566695/,/name/nm2369061/,['Ousa Khun'],"['Joshua A. Cohen', 'Joshua A. Cohen', 'Russell Grin']",27804,49480,49480.0,,tt1460646
0,I Saw the Light,0,2016-04-01,R,"['BRON Studios', 'Sony Pictures Classics']",0,0,0,"['Biography', 'Drama', 'Music', 'Romance']",/name/nm1089991/,/name/nm0647634/,/name/nm4487976/,/name/nm0925966/,/name/nm0427728/,/name/nm2486357/,/name/nm0472710/,/name/nm0656929/,/name/nm6898890/,/name/nm5271067/,['Marc Abraham'],"['Marc Abraham', 'Colin Escott', 'George Merritt', 'William MacEwen']",13000000,45471,1646788.0,1767963.0,tt1490785
0,Fantastic Four,0,2015-08-07,PG-13,"['Twentieth Century Fox', 'Twentieth Century Fox']",0,0,0,"['Action', 'Adventure', 'Sci-Fi']",/name/nm1886602/,/name/nm0544718/,/name/nm0430107/,/name/nm0068260/,/name/nm1527905/,/name/nm0146146/,/name/nm0625789/,/name/nm6146965/,/name/nm0144657/,/name/nm6519301/,['Josh Trank'],"['Jeremy Slater', 'Simon Kinberg', 'Josh Trank', 'Stan Lee', 'Jack Kirby']",120000000,25685737,56117548.0,167882881.0,tt1502712
0,Area 51,0,2015-05-15,R,"['Aramid Entertainment Fund', 'Creative Artists Agency (CAA)', 'Insurge Pictures']",0,0,0,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",/name/nm3171620/,/name/nm3817161/,/name/nm3697378/,/name/nm3827456/,/name/nm0009252/,/name/nm7428624/,/name/nm3270405/,/name/nm7428625/,/name/nm7428626/,/name/nm7428627/,['Oren Peli'],"['Christopher Denham', 'Oren Peli']",5000000,7556,7556.0,7556.0,tt1519461
0,The Vatican Tapes,0,2015-07-24,PG-13,"['Lionsgate', 'Lionsgate']",0,0,0,"['Horror', 'Thriller']",/name/nm2772584/,/name/nm0671567/,/name/nm0779084/,/name/nm0005023/,/name/nm0024511/,/name/nm0027800/,/name/nm0005370/,/name/nm1403732/,/name/nm0031679/,/name/nm0357036/,['Mark Neveldine'],"['Christopher Borrelli', 'Michael C. Martin', 'Christopher Borrelli', 'Chris Morgan']",8000000,832271,1784763.0,13015764.0,tt1524575
0,Vacation,0,2015-07-29,R,"['BenderSpink', 'Warner Bros.']",0,0,0,"['Adventure', 'Comedy']",/name/nm1159180/,/name/nm0000775/,/name/nm1711114/,/name/nm4347315/,/name/nm1165110/,/name/nm0005182/,/name/nm0000331/,/name/nm0000350/,/name/nm0206359/,/name/nm4247844/,"['John Francis Daley', 'Jonathan Goldstein']","['Jonathan Goldstein', 'John Francis Daley', 'John Hughes']",31000000,14681108,58884188.0,107228221.0,tt1524930
0,Daddy's Home,0,2015-12-25,PG-13,"['Paramount Pictures', 'Paramount Pictures']",0,0,0,"['Comedy', 'Family']",/name/nm0002071/,/name/nm0000242/,/name/nm0004802/,/name/nm0002006/,/name/nm5411494/,/name/nm6236783/,/name/nm0134072/,/name/nm2868110/,/name/nm0122987/,/name/nm0218914/,['Sean Anders'],"['Brian Burns', 'Sean Anders', 'John Morris', 'Brian Burns']",50000000,38740203,150357137.0,242786137.0,tt1528854
0,Tab Hunter Confidential,0,2015-10-16,Not Rated,"['Allan Glaser Productions', 'The Film Collaborative']",0,0,0,"['Documentary', 'Biography']",/name/nm0002147/,/name/nm0000142/,/name/nm0000056/,/name/nm0000081/,/name/nm0001666/,/name/nm0005577/,/name/nm0001822/,/name/nm0000578/,/name/nm0000015/,/name/nm0001864/,['Jeffrey Schwarz'],"['Tab Hunter', 'Eddie Muller']",9945,85812,85812.0,,tt1533089
0,The Big Short,0,2015-12-23,R,"['Paramount Pictures', 'Paramount Pictures']",0,0,0,"['Biography', 'Comedy', 'Drama', 'History']",/name/nm0000288/,/name/nm0136797/,/name/nm0331516/,/name/nm0000093/,/name/nm5647921/,/name/nm2517511/,/name/nm0847857/,/name/nm4000521/,/name/nm8770973/,/name/nm3363398/,['Adam McKay'],"['Charles Randolph', 'Adam McKay', 'Michael Lewis']",28000000,705527,70259870.0,133440870.0,tt1596363
0,Z for Zachariah,0,2015-01-24,PG-13,"['Silver Reel', 'Lotus Entertainment (I)', 'Grindstone Entertainment Group']",0,0,0,"['Drama', 'Sci-Fi', 'Thriller']",/name/nm0252230/,/name/nm1517976/,/name/nm3053338/,,,,,,,,['Craig Zobel'],"['Nissar Modi', ""Robert C. O'Brien""]",7500000,56902,121461.0,381839.0,tt1598642
0,Beyond the Farthest Star,0,2015-08-10,PG-13,"['Pathlight Entertainment', 'GathrFilms']",0,0,0,"['Drama', 'Family', 'Thriller']",/name/nm0640488/,/name/nm0856086/,/name/nm0473873/,/name/nm0001530/,/name/nm0697785/,/name/nm0179224/,/name/nm1795020/,/name/nm3275951/,/name/nm0064187/,/name/nm1391406/,['Andrew Librizzi'],"['Andrew Librizzi', 'Andrew Librizzi', 'Bodie Thoene']",500000,31433,31433.0,,tt1605791
0,Jupiter Ascending,0,2015-02-06,PG-13,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Sci-Fi']",/name/nm1475594/,/name/nm0005109/,/name/nm1519666/,/name/nm0000293/,/name/nm3150488/,/name/nm3095562/,/name/nm0025458/,/name/nm1268047/,/name/nm5260828/,/name/nm0863130/,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']",176000000,18372372,47387723.0,183887723.0,tt1617661
0,The Last Witch Hunter,0,2015-10-23,PG-13,"['Summit Entertainment', 'Lionsgate']",0,0,0,"['Action', 'Adventure', 'Fantasy']",/name/nm0004874/,/name/nm3310211/,/name/nm0000704/,/name/nm0959963/,/name/nm0654240/,/name/nm0257187/,/name/nm0000323/,/name/nm0318543/,/name/nm0207218/,/name/nm0357036/,['Breck Eisner'],"['Cory Goodman', 'Matt Sazama', 'Burk Sharpless']",90000000,10812861,27367660.0,146936910.0,tt1618442
0,Careful What You Wish For,0,2016-06-10,R,"['Troika Pictures', 'Starz Digital Media']",0,0,0,"['Drama', 'Thriller']",/name/nm2679917/,/name/nm2946515/,/name/nm0792679/,/name/nm4004372/,/name/nm0000649/,/name/nm4576782/,/name/nm0531333/,/name/nm1456970/,/name/nm0000551/,/name/nm0693288/,['Elizabeth Allen Rosenbaum'],['Chris Frisina'],8000000,82230,,,tt1629242
0,The Man from U.N.C.L.E.,0,2015-08-14,PG-13,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Comedy']",/name/nm0147147/,/name/nm2309517/,/name/nm2539953/,/name/nm4456120/,/name/nm1017719/,/name/nm0343857/,/name/nm0000424/,/name/nm0364813/,/name/nm0075321/,/name/nm1296172/,['Guy Ritchie'],"['Guy Ritchie', 'Lionel Wigram', 'Jeff Kleeman', 'David C. Wilson', 'Guy Ritchie', 'Lionel Wigram', 'Sam Rolfe']",75000000,13421036,45445109.0,107045109.0,tt1638355
0,Jasmine,0,2017-05-12,Not Rated,"['Shanghai Street Films', 'Indican Pictures']",0,0,0,['Thriller'],/name/nm0864937/,/name/nm0542677/,/name/nm2861251/,/name/nm1067699/,/name/nm0157743/,/name/nm3888344/,/name/nm3901855/,/name/nm3117623/,/name/nm3890131/,/name/nm3901710/,['Dax Phelan'],"['Dax Phelan', 'Dax Phelan', 'Jason Tobin']",8358,24248,24248.0,,tt1646972
0,The Age of Adaline,0,2015-04-24,PG-13,"['Lakeshore Entertainment', 'Lionsgate']",0,0,0,"['Drama', 'Fantasy', 'Romance']",/name/nm0515116/,/name/nm0401264/,/name/nm0000148/,/name/nm0000834/,/name/nm0000995/,/name/nm1468739/,/name/nm0007155/,/name/nm0743463/,/name/nm2113653/,/name/nm0147661/,['Lee Toland Krieger'],"['J. Mills Goodloe', 'Salvador Paskowitz', 'J. Mills Goodloe', 'J. Mills Goodloe', 'Salvador Paskowitz']",25000000,13203458,42629776.0,65663276.0,tt1655441
0,Freeheld,0,2015-10-02,PG-13,"['Double Feature Films', 'Bankside Films', 'Lionsgate']",0,0,0,"['Biography', 'Drama', 'Romance']",/name/nm0000194/,/name/nm0680983/,/name/nm0136797/,/name/nm0788335/,/name/nm2093766/,/name/nm1890981/,/name/nm0220867/,/name/nm0837175/,/name/nm0001038/,/name/nm0642560/,['Peter Sollett'],['Ron Nyswaner'],7000000,37983,573335.0,1474471.0,tt1658801
0,Cinderella,0,2015-03-13,PG,"['Allison Shearmur Productions', 'Walt Disney Studios Motion Pictures']",0,0,0,"['Drama', 'Family', 'Fantasy', 'Romance']",/name/nm4141252/,/name/nm0000949/,/name/nm0534635/,/name/nm0000307/,/name/nm1996829/,/name/nm0001745/,/name/nm2904789/,/name/nm0334441/,/name/nm0001394/,/name/nm0001035/,['Kenneth Branagh'],"['Chris Weitz', 'Charles Perrault']",95000000,67877361,201151353.0,542351353.0,tt1661199
0,The Revenant,0,2016-01-08,R,"['Regency Enterprises', 'Endeavor Content', 'Twentieth Century Fox']",0,0,0,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'Western']",/name/nm0000138/,/name/nm0362766/,/name/nm2401020/,/name/nm1727304/,/name/nm5569442/,/name/nm2167957/,/name/nm0427379/,/name/nm3825855/,/name/nm0397258/,/name/nm7506216/,['Alejandro G. Iñárritu'],"['Mark L. Smith', 'Alejandro G. Iñárritu', 'Michael Punke']",135000000,474560,183637894.0,532950503.0,tt1663202
0,Martyrs,0,2016-01-22,Not Rated,"['Blumhouse Productions', 'Twentieth Century Fox']",0,0,0,"['Drama', 'Horror', 'Thriller']",/name/nm0069079/,/name/nm3950210/,/name/nm0123632/,/name/nm2965079/,/name/nm1745805/,/name/nm0741891/,/name/nm0403947/,/name/nm5513372/,/name/nm4701198/,/name/nm1083077/,"['Kevin Goetz', 'Michael Goetz']","['Pascal Laugier', 'Mark L. Smith']",1000000,397072,,,tt1663655
0,The Duff,0,2015-02-20,PG-13,"['CBS Films', 'Sierra / Affinity', 'Lionsgate']",0,0,0,"['Comedy', 'Romance']",/name/nm0926165/,/name/nm2254074/,/name/nm2064412/,/name/nm0005049/,/name/nm5291376/,/name/nm1321094/,/name/nm0539082/,/name/nm2956414/,/name/nm0943699/,/name/nm0421822/,['Ari Sandel'],"['Josh A. Cagan', 'Kody Keplinger']",8500000,10809149,34030343.0,43709744.0,tt1666801
0,Entourage,0,2015-06-03,R,"['Warner Bros.', 'Warner Bros.']",0,0,0,['Comedy'],/name/nm0004978/,/name/nm0175305/,/name/nm1483196/,/name/nm0001143/,/name/nm0005315/,/name/nm0004825/,/name/nm0716275/,/name/nm0498076/,/name/nm0000529/,/name/nm1711052/,['Doug Ellin'],"['Doug Ellin', 'Doug Ellin', 'Rob Weiss', 'Doug Ellin']",30000000,10283250,32363404.0,49263404.0,tt1674771
0,Drunk Stoned Brilliant Dead,0,2015-09-25,Not Rated,"['4th Row Films', 'Magnolia Pictures']",0,0,0,"['Documentary', 'History']",/name/nm2581028/,/name/nm0031976/,/name/nm0000102/,/name/nm1088287/,/name/nm0064186/,/name/nm0000004/,/name/nm0413147/,/name/nm0001938/,/name/nm1095368/,/name/nm1740772/,['Douglas Tirola'],"['Mark Monroe', 'Douglas Tirola']",5254,62660,62660.0,,tt1674785
0,Home Run Showdown,0,2015-10-03,Not Rated,"['Secret Handshake Entertainment', 'Shoreline Entertainment', 'Moviemax Family']",0,0,0,"['Family', 'Sport']",/name/nm3986030/,/name/nm0000498/,/name/nm0245145/,/name/nm3649584/,/name/nm3995263/,/name/nm0001272/,/name/nm4009975/,/name/nm4035672/,/name/nm0001002/,/name/nm4014962/,['Oz Scott'],"['Tim Cavanaugh', 'John Bella']",8824,8824,8824.0,,tt1680311
0,De Palma,0,2015-09-30,R,"['Empire Ward Pictures', 'A24']",0,0,0,"['Documentary', 'Biography']",/name/nm0000361/,,,,,,,,,,"['Noah Baumbach', 'Jake Paltrow']",[],30355,165237,168045.0,,tt1683048
0,Absolutely Anything,0,2017-05-12,R,"['Bill and Ben Productions', 'GFM films', 'Atlas Distribution Company']",0,0,0,"['Comedy', 'Sci-Fi']",/name/nm0670408/,/name/nm0000295/,/name/nm0080276/,/name/nm1443527/,/name/nm0061106/,/name/nm0412850/,/name/nm0525921/,/name/nm3330485/,/name/nm0682753/,/name/nm0842934/,['Terry Jones'],"['Terry Jones', 'Gavin Scott', 'Douglas Adams']",20169,6303792,,,tt1727770
0,Scouts Guide to the Zombie Apocalypse,0,2015-10-30,R,"['Paramount Pictures', 'Paramount Pictures']",0,0,0,"['Action', 'Comedy', 'Horror']",/name/nm4446467/,/name/nm2383250/,/name/nm6368720/,/name/nm3924288/,/name/nm0462712/,/name/nm4296013/,/name/nm0001458/,/name/nm1411829/,/name/nm4876129/,/name/nm4965072/,['Christopher Landon'],"['Carrie Lee Wilson', 'Emi Mochizuki', 'Christopher Landon', 'Lona Williams', 'Carrie Lee Wilson', 'Emi Mochizuki']",15000000,1841007,3703046.0,16137046.0,tt1727776
