,title,runtime,release_date,rating,prod_co,metaScore,metaUserScore,imdb_rating,genre,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,directors,writers,budget,opening_wknd,gross_dom,gross_int,title_code
0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,0,2020-02-07,R,"['Clubhouse Pictures (II)', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Crime']",/name/nm3053338/,/name/nm0001609/,/name/nm0935541/,/name/nm0810619/,/name/nm0000191/,/name/nm5300686/,/name/nm0582149/,/name/nm4399227/,/name/nm1352845/,/name/nm2381620/,['Cathy Yan'],"['Christina Hodson', 'Paul Dini', 'Bruce Timm']",84500000,33010017,84158461.0,201858461.0,tt7713068
0,Never Rarely Sometimes Always,0,2020-04-03,PG-13,"['BBC Films', 'Focus Features']",0,0,0,['Drama'],/name/nm10620978/,/name/nm7867621/,/name/nm6829691/,/name/nm8665872/,/name/nm11474434/,/name/nm11471565/,/name/nm11471566/,/name/nm3495649/,/name/nm8013959/,/name/nm10539219/,['Eliza Hittman'],['Eliza Hittman'],16285,16565,16565.0,,tt7772582
0,The Photograph,0,2020-02-14,PG-13,"['Perfect World Pictures', 'Universal Pictures']",0,0,0,"['Drama', 'Romance']",/name/nm4793987/,/name/nm3147751/,/name/nm2003229/,/name/nm5123156/,/name/nm0005524/,/name/nm6228731/,/name/nm5002057/,/name/nm3500582/,/name/nm2577076/,/name/nm1726032/,['Stella Meghie'],['Stella Meghie'],16000000,12181865,20578185.0,20653204.0,tt7798646
0,Tanhaji: The Unsung Warrior,0,2020-01-10,Not Rated,"['Ajay Devgn Ffilms', 'Aanna Films']",0,0,0,"['Action', 'Biography', 'Drama', 'History']",/name/nm0222426/,/name/nm0451307/,/name/nm2821544/,/name/nm0004418/,/name/nm1360611/,/name/nm3583019/,/name/nm2777281/,/name/nm1795761/,/name/nm6149569/,/name/nm0219943/,['Om Raut'],"['Prakash Kapadia', 'Om Raut', 'Prakash Kapadia', 'Om Raut', 'Prakash Kapadia']",21500000,638785,,,tt8108274
0,The Hunt,0,2020-03-13,R,"['Blumhouse Productions', 'Universal Pictures']",0,0,0,"['Action', 'Horror', 'Thriller']",/name/nm2365811/,/name/nm0005476/,/name/nm0054697/,/name/nm0245145/,/name/nm0839486/,/name/nm0731075/,/name/nm0077512/,/name/nm4699627/,/name/nm2607692/,/name/nm0001496/,['Craig Zobel'],"['Nick Cuse', 'Damon Lindelof']",14000000,5304455,5812500.0,6512500.0,tt8244784
0,Juvenile Delinquents,0,2020-03-06,R,"['Big Bull Productions.', 'Big Bull Productions']",0,0,0,['Drama'],/name/nm6512927/,/name/nm8115265/,/name/nm9701216/,/name/nm4443176/,/name/nm7489742/,/name/nm4247645/,/name/nm9585308/,/name/nm9979830/,/name/nm9958408/,/name/nm1494875/,['Neil Goss'],['Neil Goss'],1000000,1890,6312.0,6312.0,tt8526344
0,The Way Back,0,2020-03-06,R,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Drama', 'Sport']",/name/nm0000255/,/name/nm1371339/,/name/nm1232470/,/name/nm1143861/,/name/nm1518261/,/name/nm5706089/,/name/nm5618307/,/name/nm8264709/,/name/nm4713584/,/name/nm10870738/,"[""Gavin O'Connor""]",['Brad Ingelsby'],8170315,13590514,14690514.0,,tt8544498
0,Las Pildoras De Mi Novio,0,2020-02-21,R,"['Pantelion Films', 'Pantelion Films']",0,0,0,['Comedy'],/name/nm2588226/,/name/nm0004517/,/name/nm5994234/,/name/nm1674835/,/name/nm1580911/,/name/nm2989343/,/name/nm0131781/,/name/nm1214700/,/name/nm5362926/,/name/nm0399099/,['Diego Kaplan'],"['Diego Kaplan', 'Gary Marks']",3300000,1396140,2971116.0,6292780.0,tt8976664
0,Panga,0,2020-01-24,Not Rated,['Fox STAR Studios'],0,0,0,"['Drama', 'Sport']",/name/nm2144007/,/name/nm4373872/,/name/nm3190246/,/name/nm0348481/,/name/nm11227527/,/name/nm1799250/,/name/nm5685980/,/name/nm0012870/,/name/nm3197524/,/name/nm11314694/,['Ashwiny Iyer Tiwari'],"['Nikhil Mehrotra', 'Ashwiny Iyer Tiwari', 'Nitesh Tiwari', 'Nitesh Tiwari', 'Amit Joshi']",285689,582720,879196.0,,tt8983166
0,Miss Fisher and the Crypt of Tears,0,2020-01-04,TV-14,"['Every Cloud Productions', 'Acorn TV']",0,0,0,"['Adventure', 'Drama', 'Mystery']",/name/nm0204583/,/name/nm2913280/,/name/nm0672303/,/name/nm0546816/,/name/nm0571537/,/name/nm0487406/,/name/nm3793639/,/name/nm0656289/,/name/nm0088513/,/name/nm0914113/,['Tony Tilse'],['Deb Cox'],51032,51032,1789415.0,,tt9010738
0,First Lady,0,2020-02-14,PG,"['Renaissance Women Productions', 'ArtAffects Entertainment']",0,0,0,"['Comedy', 'Romance']",/name/nm0821328/,/name/nm0000929/,/name/nm0001107/,/name/nm1254478/,/name/nm3955570/,/name/nm1342461/,/name/nm0420792/,/name/nm4845366/,/name/nm5809468/,/name/nm8494944/,['Nina May'],['Nina May'],56747,92662,92662.0,,tt9068272
0,Gretel & Hansel,0,2020-01-31,PG-13,"['Orion Pictures', 'Annapurna International', 'United Artists Releasing']",0,0,0,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",/name/nm6096118/,/name/nm10356694/,/name/nm0000481/,/name/nm2681284/,/name/nm0642605/,/name/nm0189724/,/name/nm2281926/,/name/nm6651644/,/name/nm11232832/,/name/nm3022641/,['Oz Perkins'],"['Rob Hayes', 'Jacob Grimm', 'Wilhelm Grimm']",5000000,6154007,15347654.0,21282967.0,tt9086228
0,Moondance,0,2020-03-13,,['Four by Three Productions'],0,0,0,['Musical'],/name/nm4033885/,/name/nm8502306/,/name/nm6493252/,/name/nm10188988/,/name/nm10188987/,/name/nm7323611/,/name/nm7741306/,/name/nm4025467/,/name/nm10189920/,/name/nm10189921/,['Cooper Flannigan'],['Cooper Flannigan'],2371,2371,2371.0,,tt9125394
0,Brahms: The Boy II,0,2020-02-21,PG-13,"['STX Films', 'Lakeshore International', 'STX Entertainment']",0,0,0,"['Drama', 'Horror', 'Mystery', 'Thriller']",/name/nm0005017/,/name/nm1466859/,/name/nm7486593/,/name/nm0408591/,/name/nm9777171/,/name/nm9574799/,/name/nm0172398/,/name/nm2823076/,/name/nm1420538/,/name/nm3080885/,['William Brent Bell'],['Stacey Menear'],10000000,5823006,12611536.0,20311536.0,tt9173418
0,Impractical Jokers: The Movie,0,2020-02-28,PG-13,"['Funny or Die', 'WarnerMedia']",0,0,0,['Comedy'],/name/nm0000716/,/name/nm2665746/,/name/nm2098978/,/name/nm1978079/,/name/nm1742600/,/name/nm1535523/,/name/nm0004909/,/name/nm11476256/,/name/nm7809435/,/name/nm6890420/,['Chris Henchy'],"['Brian Quinn', 'Sal Vulcano', 'Chris Henchy', 'James Murray', 'Joe Gatto']",2607049,10691091,10691091.0,,tt9208444
0,Emma.,0,2020-03-06,PG,"['Working Title Films', 'Focus Features']",0,0,0,"['Comedy', 'Drama']",/name/nm5896355/,/name/nm1926865/,/name/nm5301405/,/name/nm2653929/,/name/nm9848219/,/name/nm2247629/,/name/nm0631490/,/name/nm2740667/,/name/nm3779824/,/name/nm11440590/,['Autumn de Wilde'],"['Eleanor Catton', 'Jane Austen']",234482,10055355,25155355.0,,tt9214832
0,The Rescue,0,,R,"['China Modern Film and Television Development', 'China Modern Film and Television', 'CMC Pictures']",0,0,0,['Action'],/name/nm2108643/,/name/nm9045234/,/name/nm7928249/,/name/nm5019286/,/name/nm9177055/,/name/nm9190985/,/name/nm3225390/,/name/nm6130412/,/name/nm3590261/,/name/nm1507882/,['Dante Lam'],"['Wong Sze Man', 'Tan Yuli', 'Yaqing Zhi']",86500000,507,,,tt9283920
0,The Roads Not Taken,0,2020-03-13,R,"['Adventure Pictures', 'HanWay Films', 'Bleecker Street Media']",0,0,0,['Drama'],/name/nm0000849/,/name/nm1102577/,/name/nm0441287/,/name/nm0000161/,/name/nm0028222/,/name/nm10843240/,/name/nm2644871/,/name/nm0922937/,/name/nm3569001/,/name/nm2051779/,['Sally Potter'],['Sally Potter'],3310,3518,3518.0,,tt9411866
0,Chhapaak,0,2020-01-10,Unrated,"['Fox STAR Studios', '20th Century Fox']",0,0,0,"['Biography', 'Drama']",/name/nm2138653/,/name/nm5750828/,/name/nm10099696/,/name/nm3833490/,/name/nm9936176/,/name/nm6123790/,/name/nm9243482/,/name/nm5258595/,/name/nm8345919/,/name/nm9689355/,['Meghna Gulzar'],"['Atika Chohan', 'Meghna Gulzar']",316781,604334,1257420.0,,tt9614460
0,I Still Believe,0,2020-03-13,PG,"['Kevin Downes Productions', 'Lionsgate']",0,0,0,"['Biography', 'Drama', 'Music', 'Romance']",/name/nm6216001/,/name/nm1429380/,/name/nm10078267/,/name/nm5699931/,/name/nm0785352/,/name/nm4845366/,/name/nm0036237/,/name/nm11431112/,/name/nm2269297/,/name/nm0569268/,"['Andrew Erwin', 'Jon Erwin']","['Jeremy Camp', 'Jon Erwin', 'Jon Gunn']",9103614,9868521,10519070,,tt9779516
