,title_code,title,runtime,release_date,rating,prod_co,metaScore,metaUserScore,imdb_rating,genre,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,directors,writers,budget,opening_wknd,gross_dom,gross_int
0,tt0079302,Home Movies,0,1980-05-16,PG,"['SLC', 'United Artists Classics']",0,0,0,[],/name/nm0000262/,/name/nm0202629/,/name/nm0000018/,/name/nm0306696/,/name/nm0330360/,/name/nm0334057/,/name/nm0876808/,/name/nm0353614/,/name/nm0757854/,/name/nm0096431/,['Brian De Palma'],"['Kim Ambler', 'Brian De Palma', 'Dana Edelman', 'Robert Harders', 'Stephen Le May', 'Charlie Loventhal', 'Gloria Norris']",400000.0,89134.0,89134.0,
0,tt0276132,The Fetishist,0,2019-09-24,,[],0,0,0,[],,,,,,,,,,,['Jim Trainor'],[],,,,
0,tt0279481,Travel Daze,0,2019-05-31,,['Circa 1964'],0,0,0,[],/name/nm0819369/,/name/nm0265619/,/name/nm0746835/,/name/nm0838814/,/name/nm0915099/,/name/nm10838929/,,,,,['Michael Possert Jr.'],['Michael Possert Jr.'],,,,
0,tt0441881,Danger Close,0,2019-11-08,R,"['Deeper Water', 'Saboteur Media', 'Saban Films']",0,0,0,[],/name/nm1379938/,/name/nm9826817/,/name/nm1542397/,/name/nm2527406/,/name/nm5937328/,/name/nm9680111/,/name/nm3478396/,/name/nm7011217/,/name/nm2828232/,/name/nm7202582/,['Kriv Stenders'],"['Stuart Beattie', 'James Nicholas', 'Karel Segers', 'Paul Sullivan', 'Jack Brislee']",35000000.0,2078370.0,,
0,tt0800325,The Dirt,0,2019-03-22,TV-MA,"['10th Street Entertainment', 'Netflix']",0,0,0,[],/name/nm3150488/,/name/nm3701064/,/name/nm0446622/,/name/nm3206486/,/name/nm4950947/,/name/nm2473806/,/name/nm9923628/,/name/nm3571490/,/name/nm6778538/,/name/nm4054025/,['Jeff Tremaine'],"['Amanda Adelson', 'Tommy Lee', 'Mick Mars', 'Vince Neil', 'Nikki Sixx', 'Neil Strauss', 'Rich Wilkes']",,,,
0,tt0846775,Cine Manifest,0,2019-06-30,Not Rated,['Neska Euskaldunaren Pelikula'],0,0,0,[],/name/nm0180644/,/name/nm0315170/,/name/nm0361301/,/name/nm0410062/,/name/nm0003213/,/name/nm0632300/,/name/nm0915377/,,,,['Judy Irola'],[],,,,
0,tt0858419,Bolden,0,2019-05-03,R,"['King Bolden', 'Abramorama']",0,0,0,[],/name/nm3338149/,/name/nm0367510/,/name/nm0574534/,/name/nm0740264/,/name/nm1861624/,/name/nm0934008/,/name/nm0722647/,/name/nm0007018/,/name/nm0448129/,/name/nm4234053/,['Dan Pritzker'],"['Dan Pritzker', 'Dan Pritzker', 'David Rothschild']",,,,
0,tt10003978,Fiddler: A Miracle of Miracles,0,2019-11-05,PG-13,['Roadside Attractions'],0,0,0,[],/name/nm11046471/,/name/nm2744631/,/name/nm0090656/,/name/nm1388685/,/name/nm0149446/,/name/nm1753386/,/name/nm11046472/,/name/nm4842375/,/name/nm0001213/,/name/nm0001297/,['Max Lewkowicz'],"['Max Lewkowicz', 'Valerie Thomas']",36425.0,549386.0,558816.0,
0,tt10004372,Soccer in the City,0,2019-12-03,,['The Content Farm'],0,0,0,[],,,,,,,,,,,['Michael Holstein'],"['Michael Holstein', 'Ahsan Naeem', 'Judy Plavnick']",255000.0,,,
0,tt10004574,Paradise,0,2019-04-19,,"['480 Films', '480 FIlms']",0,0,0,[],/name/nm3839912/,/name/nm3275304/,/name/nm8413691/,/name/nm9302686/,/name/nm10539953/,/name/nm10539954/,/name/nm6007616/,/name/nm9388037/,/name/nm7067025/,/name/nm6370793/,['Rodney Jackson'],['Tavares M. Wilson'],10000.0,,,
0,tt10005378,"In Their Own Words, Billy the Kid & The Lincoln County War",0,2019-12-07,,['Mankind Productions'],0,0,0,[],/name/nm4679963/,/name/nm10542619/,/name/nm7545654/,/name/nm6790635/,/name/nm6697171/,/name/nm10544927/,/name/nm10653064/,/name/nm5683394/,/name/nm8619536/,/name/nm8379414/,['Michael Anthony Giudicissi'],['Michael Anthony Giudicissi'],25000.0,,,
0,tt10006006,A Christmas Prince: The Royal Baby,0,2019-12-05,TV-PG,"['Netflix', 'Netflix']",0,0,0,[],/name/nm0570860/,/name/nm3858223/,/name/nm0000481/,/name/nm4835867/,/name/nm4586939/,/name/nm2677439/,/name/nm0235243/,/name/nm3575402/,/name/nm0039262/,/name/nm3463786/,['John Schultz'],"['Karen Schaler', 'Nate Atkins']",,,,
0,tt10006276,He's My Daddy Too,0,2019-11-17,Not Rated,[],0,0,0,[],/name/nm3370776/,/name/nm10141337/,/name/nm10541288/,/name/nm10541287/,/name/nm10541291/,/name/nm10805164/,/name/nm9800380/,/name/nm10541286/,/name/nm10805226/,/name/nm5099212/,['Aljoyus Eccles'],['Aljoyus Eccles'],,,,
0,tt10007820,On the Trail of Bigfoot,0,2019-03-29,,"['Small Town Monster', 'Small Town Monster']",0,0,0,[],/name/nm0171129/,/name/nm3405347/,/name/nm10541806/,/name/nm10541807/,/name/nm10541808/,,,,,,['Seth Breedlove'],['Seth Breedlove'],5000.0,,,
0,tt10007978,Terror in the Skies,0,2019-06-07,,"['Small Town Monster', 'Small Town Monster']",0,0,0,[],/name/nm0973451/,/name/nm0171129/,/name/nm4085194/,/name/nm10541853/,/name/nm3543603/,/name/nm10541855/,/name/nm10541854/,,,,['Seth Breedlove'],"['Seth Breedlove', 'Mark Matzke']",15000.0,,,
0,tt10008784,Bull,0,2020-05-01,,"['Bert Marcus Productions', 'Film Constellation', 'Sony Pictures Worldwide Acquisitions (SPWA)']",0,0,0,[],/name/nm1726032/,/name/nm10659033/,/name/nm0743931/,/name/nm11450756/,/name/nm10630117/,/name/nm11450757/,/name/nm11450781/,/name/nm9742269/,/name/nm0389630/,/name/nm11450783/,['Annie Silverstein'],"['Annie Silverstein', 'Johnny McAllister', 'Josh Melrod']",,,,
0,tt10008996,Troublemaker,0,2019-08-31,,"[""Duck's Paw Productions"", ""Duck's Paw Productions""]",0,0,0,[],/name/nm10542156/,,,,,,,,,,['Jason C. Wilson'],['Jason C. Wilson'],7000.0,,,
0,tt10009030,Snatchers,0,2019-03-12,R,"['MAKE GOOD Content', 'Warner Bros. Home Entertainment']",0,0,0,[],/name/nm6343017/,/name/nm4083120/,/name/nm2090069/,/name/nm5120200/,/name/nm0327063/,/name/nm1074245/,/name/nm2098473/,/name/nm0484541/,/name/nm3399024/,/name/nm3677286/,"['Stephen Cedars', 'Benji Kleiman']","['Stephen Cedars', 'Benji Kleiman', 'Scott Yacyshyn']",,,,
0,tt10009098,Willie,0,2020-02-17,,['Chao Bear Media'],0,0,0,[],/name/nm2968176/,/name/nm1536662/,/name/nm0002115/,/name/nm7776902/,/name/nm7776905/,,,,,,['Laurence Mathieu-Leger'],[],,,,
0,tt10009434,Family Obligations,0,2019-06-06,,"['In the Garage Productions', 'Proven Entertainment']",0,0,0,[],/name/nm2583240/,/name/nm5372118/,/name/nm9624586/,/name/nm10043983/,/name/nm10542389/,/name/nm10542391/,/name/nm10542387/,/name/nm10542393/,/name/nm8535037/,/name/nm10542388/,['Kenneth R. Frank'],['Kenneth R. Frank'],,,,
0,tt10009878,Encrypted: The Cyber Crime,0,2019-05-31,,"['AB Entertainment', 'Nrilife Productions']",0,0,0,[],/name/nm9526699/,/name/nm7242812/,/name/nm10542628/,/name/nm10332936/,/name/nm6550074/,,,,,,['Anand Bhatt'],['Anand Bhatt'],200000.0,,,
0,tt10009978,Bigger Like Me (Extended Director's Cut),0,2019-04-02,Unrated,['Breaking Glass Pictures'],0,0,0,[],/name/nm6103049/,/name/nm7166556/,/name/nm7166559/,/name/nm0265959/,/name/nm7166558/,,,,,,['Greg Bergman'],['Greg Bergman'],,,,
0,tt10010748,Mossville: When Great Trees Fall,0,2019-04-06,,['Fire River Films'],0,0,0,[],/name/nm10596330/,,,,,,,,,,['Alexander Glustrom'],[],250000.0,,,
0,tt10011226,17 Blocks,0,2019-11-01,,['MTV Documentary Films'],0,0,0,[],/name/nm11400379/,/name/nm11400380/,/name/nm11400378/,/name/nm3630667/,/name/nm11400381/,,,,,,['Davy Rothbart'],"['Davy Rothbart', 'Jennifer Tiexiera']",,,,
0,tt10011244,My Neighbor Wants Me Dead,0,2019-03-09,,[],0,0,0,[],/name/nm9292473/,/name/nm5965634/,,,,,,,,,['Nick Gatsby'],['Nick Gatsby'],,,,
0,tt10011252,Watson,0,2019-11-08,,"['Local Hero', 'Animal Planet']",0,0,0,[],/name/nm1059922/,,,,,,,,,,['Lesley Chilcott'],[],,,,
0,tt10011296,Nomad: In the Footsteps of Bruce Chatwin,0,2019-04-28,,"['BBC Scotland', 'Sideways Films', 'Music Box Films']",0,0,0,[],/name/nm0001348/,/name/nm0154223/,/name/nm11013319/,/name/nm0787649/,/name/nm7217294/,/name/nm11013320/,/name/nm11013321/,/name/nm11013322/,/name/nm11013323/,/name/nm11013324/,['Werner Herzog'],['Werner Herzog'],,,,
0,tt10011302,Picture Character,0,2019-04-30,,[],0,0,0,[],,,,,,,,,,,"['Ian Cheney', 'Martha Shane']",[],,,,
0,tt10011320,Changing the Game,0,2019-04-26,,"['SuperFilms!', 'United Talent Agency (UTA)']",0,0,0,[],/name/nm10250718/,/name/nm10576045/,/name/nm10665403/,/name/nm10665404/,/name/nm10576046/,,,,,,['Michael Barnett'],"['Michael Barnett', 'Amanda C. Griffin', 'Michael Mahaffie']",,,,
0,tt10011324,The Soul of Soho,0,2019-05-01,,['Ways & Means'],0,0,0,[],/name/nm8995477/,/name/nm10545515/,/name/nm10545496/,/name/nm10545495/,/name/nm10545517/,/name/nm10545494/,/name/nm10545492/,/name/nm3379212/,/name/nm9375038/,/name/nm10545493/,['Keith Musil'],"['Daniel Montalto', 'Kimberly Reynolds']",,,,
0,tt10011336,Lucky Grandma,0,2019-04-28,,['Parris Pictures'],0,0,0,[],/name/nm0157796/,/name/nm8936188/,/name/nm3166276/,/name/nm4758507/,/name/nm1382097/,/name/nm0387395/,/name/nm1711408/,/name/nm7598726/,/name/nm5768705/,/name/nm1938820/,['Sasie Sealy'],"['Angela Cheng', 'Sasie Sealy']",,,,
0,tt10011402,Martha: A Picture Story,0,2019-04-25,,"['Projector Films', 'Umbrella Entertainment']",0,0,0,[],/name/nm11400304/,,,,,,,,,,['Selina Miles'],"['Davis Coombe', 'Drew Macdonald']",28971.0,,,
0,tt10011412,You Don't Nomi,0,2019-04-27,,['Lumix Media'],0,0,0,[],/name/nm0000924/,/name/nm0000390/,/name/nm0000153/,/name/nm1514370/,/name/nm9834913/,/name/nm0001492/,/name/nm4630999/,/name/nm3343329/,/name/nm10549172/,/name/nm0000682/,['Jeffrey McHale'],[],,,,
0,tt10011448,Linda Ronstadt: The Sound of My Voice,0,2019-09-06,PG-13,"['CNN Films', 'CNN']",0,0,0,[],/name/nm0740168/,/name/nm0707248/,/name/nm0000573/,/name/nm0004994/,/name/nm0115010/,/name/nm1601015/,/name/nm0377118/,/name/nm0311691/,/name/nm0001081/,/name/nm0005270/,"['Rob Epstein', 'Jeffrey Friedman']",[],113235.0,4252657.0,4252657.0,
0,tt10011480,The Remix: Hip Hop X Fashion,0,2019-05-02,,[],0,0,0,[],,,,,,,,,,,"['Lisa Cortes', 'Farah Khalid']","['Lisa Cortes', 'Farah Khalid', 'Andrew Mer', 'Mary Nittolo', 'Emil Wilbekin']",,,,
0,tt10011500,Slay the Dragon,0,2020-04-03,PG-13,['Magnolia Pictures'],0,0,0,[],/name/nm4811467/,/name/nm5437488/,/name/nm10662966/,/name/nm10671737/,/name/nm10341444/,/name/nm10662965/,/name/nm10662968/,/name/nm10341440/,/name/nm11481151/,/name/nm4181201/,"['Chris Durrance', 'Barak Goodman']",[],,,,
0,tt10011508,Trixie Mattel: Moving Parts,0,2019-04-25,,"['Silver Bullet Entertainment', 'Netflix']",0,0,0,[],/name/nm6083438/,/name/nm7088528/,/name/nm1316418/,/name/nm4754902/,/name/nm4451790/,/name/nm7200459/,/name/nm2649703/,/name/nm6215523/,/name/nm0750412/,/name/nm6012366/,['Nicholas Zeig-Owens'],[],,,,
0,tt10012964,Iris: A Space Opera by Justice,0,2019-09-10,,['Because'],0,0,0,[],,,,,,,,,,,['André Chemetoff'],[],29080.0,,,
0,tt10013072,Out and About Movie 2: Las Vegas Adventure,0,2019-08-20,Not Rated,['Rotten Productions'],0,0,0,[],/name/nm4126500/,/name/nm4758616/,/name/nm8017550/,/name/nm5078817/,/name/nm8165479/,/name/nm10759424/,/name/nm7202571/,/name/nm11425975/,,,['Brendan Mitchell'],[],1200.0,,,
0,tt10014100,RC Propbusters: Untold,0,2019-01-26,,"['Random Film Studio', 'Random Film Studio']",0,0,0,[],/name/nm10544515/,/name/nm10544514/,/name/nm10544513/,/name/nm10544512/,,,,,,,['Mark Thompson'],"['Mark Thompson', 'Mark A Thompson']",1000.0,,,
0,tt10014618,The Deed,0,2019-02-20,,[],0,0,0,[],,,,,,,,,,,['Alan Ramsay'],['Alan Ramsay'],,,,
0,tt10014718,Ancestral Waters,0,2019-03-10,,"['Native Daily Network', 'Native Daily Network']",0,0,0,[],/name/nm10544905/,/name/nm10568594/,/name/nm10544903/,/name/nm10544909/,/name/nm10570160/,/name/nm10544904/,/name/nm10544902/,/name/nm10568593/,/name/nm10568599/,/name/nm10568595/,['Darren Moore'],"['Benita Moore', 'Darren Moore']",0.0,,,
0,tt10015426,919 Lakeview Drive,0,2019-12-13,,['Studio 9 Entertainment'],0,0,0,[],/name/nm6504082/,/name/nm10545500/,/name/nm8314311/,/name/nm10588129/,/name/nm8561301/,/name/nm6769767/,/name/nm10545502/,/name/nm10545503/,/name/nm9632998/,/name/nm6612054/,['Sandy Sai'],['Sandy Sai'],300000.0,,,
0,tt10016532,Ispade Rajavum Idhaya Raniyum,0,2019-03-15,,"['Madhav Media', 'Five Star Pictures']",0,0,0,[],/name/nm4945396/,/name/nm9603320/,/name/nm5295004/,/name/nm6106052/,/name/nm10353316/,/name/nm3294569/,/name/nm0839596/,/name/nm9497172/,,,['Ranjit Jeyakodi'],['Ranjit Jeyakodi'],9272.0,,,
0,tt10017680,P Storm,0,2019-04-04,Not Rated,"['Mandarin Motion Pictures', 'Well Go USA Entertainment']",0,0,0,[],/name/nm0465503/,/name/nm0155588/,/name/nm1332451/,/name/nm0482628/,/name/nm3012172/,/name/nm0848377/,/name/nm0156492/,/name/nm0514961/,/name/nm0516327/,/name/nm1319395/,['David Lam'],"['Man-Lung Ho', 'Ho-Wah Wong']",104071.0,326711.0,117991727.0,
0,tt10019402,Finals,0,2019-10-04,,"['Heavenly Movies', 'Showbiz Studios']",0,0,0,[],/name/nm8135195/,/name/nm2241427/,/name/nm5528676/,/name/nm0683477/,/name/nm1381069/,/name/nm2184443/,/name/nm5891583/,/name/nm0475070/,/name/nm7502310/,/name/nm9588817/,['P.R. Arun'],['P.R. Arun'],,,,
0,tt10020682,Chicago I'm Home,0,2019-02-19,,"['Beverly Boy Productions', 'Black Waterhorse']",0,0,0,[],/name/nm3261296/,,,,,,,,,,['Barry Brewer'],['Barry Brewer'],40000.0,,,
0,tt10021688,Papers 14: Purge of the Papers,0,2019-08-24,,['Who U Tellin Productions'],0,0,0,[],/name/nm8892869/,/name/nm9372014/,/name/nm9712965/,/name/nm8912609/,/name/nm9322804/,/name/nm8302445/,/name/nm10170597/,/name/nm9928948/,/name/nm8139148/,/name/nm2246717/,['Tony Tale'],['Tony Tale'],10000.0,,,
0,tt10022384,The Protector,0,2019-02-28,R,"['Passionflix', 'Passionflix']",0,0,0,[],/name/nm2050746/,/name/nm2907513/,/name/nm0051394/,/name/nm10550148/,/name/nm1599762/,/name/nm10550152/,/name/nm7112454/,/name/nm8383131/,/name/nm10550154/,/name/nm10550151/,['Tosca Musk'],"['Joany Kane', 'Joany Kane', 'Jodi Ellen Malpas']",,,,
0,tt10022858,Sucker for Love,0,2019-04-28,,"['Wise Produktionz', 'FIlmHub']",0,0,0,[],/name/nm10548978/,/name/nm10548990/,/name/nm10548992/,/name/nm10549005/,/name/nm10549006/,/name/nm10528993/,/name/nm10548980/,/name/nm10549007/,/name/nm10549002/,/name/nm10548981/,['Tyree Lundy'],['Chica Casey'],12000.0,,,
0,tt10022952,The Agreement,0,2019-09-26,,"['Fictionless', 'United Nations (UNDP)']",0,0,0,[],/name/nm1108319/,/name/nm2090098/,/name/nm10552952/,/name/nm0309540/,/name/nm10245745/,/name/nm3642376/,/name/nm6087165/,/name/nm10552951/,/name/nm5324796/,,['Raeshem Nijhon'],[],1000000.0,,,
0,tt10025064,The Elusive Elseblades,0,2019-03-15,,[],0,0,0,[],/name/nm8852220/,/name/nm8851876/,/name/nm8852216/,/name/nm9787029/,,,,,,,"['Sean Daley', 'Alp Okyar']",[],10.0,,,
0,tt10025196,Dracula,0,2019-09-30,,['Bermuda Dunes Production'],0,0,0,[],/name/nm6383293/,/name/nm3769990/,/name/nm10549887/,/name/nm2383675/,/name/nm9793337/,/name/nm1426380/,/name/nm8419430/,/name/nm10491706/,/name/nm6383289/,,"['Stephen R. Reynolds', 'Ash Liegh Virdell']","['Stephen R. Reynolds', 'Ash Liegh Virdell']",5000.0,,,
0,tt10026172,Between Me and My Mind,0,2019-04-27,,"['Believe Entertainment Group', 'Paradigm Talent Agency']",0,0,0,[],/name/nm10651990/,/name/nm10651991/,/name/nm0025709/,/name/nm0279887/,/name/nm10651989/,/name/nm0566303/,,,,,['Steven Cantor'],[],14614.0,875191.0,875191.0,
0,tt10026308,"Brightness of Noon: The Intersect of Faith, Immigration and Refugees Part 2",0,2019-02-17,,['Diva Communications'],0,0,0,[],/name/nm10550417/,/name/nm10550413/,/name/nm10550420/,/name/nm10550568/,/name/nm8822775/,/name/nm10550414/,/name/nm10550423/,/name/nm10550421/,/name/nm10550422/,/name/nm10550425/,['David Vinik'],['Debra Gonsher Vinik'],,,,
0,tt10027696,Patterns of Evidence: Moses Controversy,0,2019-03-14,Not Rated,"['Thinking Man Films', 'Fathom Events']",0,0,0,[],/name/nm10810195/,/name/nm2970145/,/name/nm6796477/,/name/nm5106780/,/name/nm10810193/,/name/nm10810194/,/name/nm0347422/,/name/nm10810192/,/name/nm3443737/,/name/nm6214351/,"['Tim Mahoney', 'Tim Mahoney']","['Steven Law', 'Tim Mahoney', 'Tim Mahoney']",217327.0,765361.0,765361.0,
0,tt10029182,"Incels, a Documentary",0,2019-01-21,,[],0,0,0,[],/name/nm10579388/,,,,,,,,,,['Toheeb Damilare'],[],0.0,,,
0,tt10033708,"One God, Three Religions",0,2019-07-09,,[],0,0,0,[],/name/nm10552847/,/name/nm10552849/,/name/nm10552848/,/name/nm10552850/,,,,,,,['Isaac Stain'],['Isaac Stain'],30000.0,,,
0,tt10034272,Mukherjee Dar Bou,0,2019-06-21,,"['Windows Production House', 'Star Synergy Entertainment']",0,0,0,[],/name/nm3533508/,/name/nm3368637/,/name/nm3392688/,/name/nm0149826/,/name/nm1980626/,/name/nm5071720/,/name/nm0784292/,/name/nm8774690/,,,['Pritha Chakraborty'],[],,,,
0,tt10036868,Jay's Longhorn,0,2019-03-31,,['Longhorn Films L.L.C.'],0,0,0,[],/name/nm10554240/,/name/nm3054230/,/name/nm10588816/,/name/nm0025003/,/name/nm3993349/,/name/nm10554262/,/name/nm4928073/,/name/nm10554244/,/name/nm10554249/,/name/nm1274944/,['Mark Engebretson'],['Mark Engebretson'],8000.0,,,
0,tt10037056,"Art in the City, 2 hour abridged",0,2019-03-13,,['Lower East Side/Dutch Tales Productions'],0,0,0,[],/name/nm10557068/,/name/nm10557069/,/name/nm10557070/,/name/nm10557071/,/name/nm10557072/,/name/nm4373071/,/name/nm10557073/,/name/nm10557074/,/name/nm10557075/,/name/nm10557076/,['Ben Van Bergen'],['Ben Van Bergen'],,,,
0,tt10037542,When I Last Saw Jesse,0,2019-04-14,,[],0,0,0,[],,,,,,,,,,,['Brian Robert Rose'],[],30000.0,,,
0,tt10037560,The Wind Lion,0,2019-08-21,,['Spex of Light Film Studio'],0,0,0,[],/name/nm4775919/,,,,,,,,,,['Jonah Stern'],['Jonah Stern'],,,,
0,tt10038028,The Struggle,0,2019-08-13,,"['RIPP Entertainment Films', 'RIPP Entertainment Films']",0,0,0,[],/name/nm6335552/,/name/nm7953200/,/name/nm10162755/,/name/nm6874951/,/name/nm10555025/,/name/nm10555024/,/name/nm4039918/,/name/nm10555027/,/name/nm10870605/,/name/nm10162754/,['Robert L. Parker III'],['Robert L. Parker III'],250.0,,,
0,tt10038080,Delta Byrd Sings,0,2019-07-10,,"['RIPP Entertainment Films', 'RIPP Entertainment Films']",0,0,0,[],/name/nm10162754/,/name/nm10555023/,/name/nm7953200/,/name/nm10870605/,/name/nm9312250/,/name/nm10555024/,/name/nm10381544/,/name/nm4244213/,/name/nm6473046/,/name/nm10162748/,['Robert L. Parker III'],[],200.0,,,
0,tt10039344,Countdown,0,2019-10-25,PG-13,"['STX Films', 'STX Entertainment']",0,0,0,[],/name/nm5634768/,/name/nm1490195/,/name/nm5145057/,/name/nm0004906/,/name/nm1722598/,/name/nm0036651/,/name/nm2660044/,/name/nm0572001/,/name/nm3453476/,/name/nm0504762/,['Justin Dec'],['Justin Dec'],6500000.0,8865082.0,25621766.0,48021766.0
0,tt10042640,Shifting Gears II,0,2019-02,,[],0,0,0,[],,,,,,,,,,,['Kyle Prater'],[],,,,
0,tt10043646,Odd Love,0,2019-11-11,,[],0,0,0,[],/name/nm8470448/,/name/nm4755997/,/name/nm9893398/,/name/nm7376278/,/name/nm10557093/,/name/nm9370995/,/name/nm10557097/,/name/nm8534455/,,,['Julian Berger'],['Julian Berger'],,,,
0,tt10044000,Snow to Sand,0,2019-03-16,,"['Nanuq Original', 'Amazon Instant Video']",0,0,0,[],/name/nm10557317/,/name/nm10557319/,/name/nm1897529/,/name/nm10557318/,/name/nm10557316/,/name/nm1729727/,,,,,"['Jill Jones', 'Brent Yontz']",[],55000.0,,,
0,tt10045688,Gail's New Boyfriend,0,2019-05-20,,['New Media Comedy Productions'],0,0,0,[],/name/nm10814245/,/name/nm10814244/,/name/nm0072284/,/name/nm10817697/,/name/nm1906381/,/name/nm2608273/,/name/nm8590714/,/name/nm10825225/,/name/nm10822952/,/name/nm6686852/,['Jim Mendrinos'],['Jim Mendrinos'],75000.0,,,
0,tt10048128,Maurice Hines: Bring Them Back,0,2019-11-10,,[],0,0,0,[],/name/nm0000739/,/name/nm0048926/,/name/nm0254159/,/name/nm0385697/,/name/nm6684385/,/name/nm0424436/,/name/nm0005264/,/name/nm1306282/,/name/nm0729234/,,['John Carluccio'],['Tracy E. Hopkins'],,,,
0,tt10048556,Staged Killer,0,2019-06-25,TV-14,"['Rented Mule Films', 'Netflix']",0,0,0,[],/name/nm1919140/,/name/nm0082169/,/name/nm1591666/,/name/nm0378200/,/name/nm8793369/,/name/nm0640039/,/name/nm3276414/,/name/nm2591553/,/name/nm1130928/,/name/nm8011536/,['Christopher Ray'],"['Lindsay Hartley', 'Jason-Shane Scott']",240000.0,,,
0,tt10049768,Unarmed Man,0,2019-03-23,,['8 Picture House'],0,0,0,[],/name/nm10030427/,/name/nm6787832/,/name/nm3640277/,/name/nm6286345/,/name/nm10560180/,/name/nm2696695/,/name/nm10560182/,/name/nm10560181/,/name/nm7603517/,/name/nm4322472/,['Harold Jackson III'],['Harold Jackson III'],,,,
0,tt10049848,Once Upon a Time in Deadwood,0,2019-10-01,,"['Millman Productions', ""Uncork'd Entertainment""]",0,0,0,[],/name/nm8459909/,/name/nm0001595/,/name/nm6414284/,/name/nm2300127/,/name/nm8984839/,/name/nm10084974/,/name/nm3474166/,/name/nm9071116/,/name/nm10084971/,/name/nm7253844/,['Rene Perez'],"['Rene Perez', 'Jeff Miller', 'Rene Perez']",,,,
0,tt10050004,Hang Ten,0,2019-12-25,,['Hang Ten Crew'],0,0,0,[],/name/nm4522228/,/name/nm10520256/,,,,,,,,,['Christian Orlando'],['Christian Orlando'],,,,
0,tt10050098,Mr Misfortune,0,2019-05-17,,['RCAP Media'],0,0,0,[],/name/nm4004878/,/name/nm3089999/,/name/nm2584634/,/name/nm6647618/,/name/nm0253661/,/name/nm5670288/,/name/nm0872199/,/name/nm6576970/,/name/nm3277709/,,['Rick Caplan'],['Rick Caplan'],10000.0,,,
0,tt10050612,Bigfoot's Lament,0,2019-10-10,,['Angel City Film Works'],0,0,0,[],/name/nm10560633/,/name/nm2928039/,/name/nm10560632/,/name/nm0732258/,,,,,,,['Edie Robinette-Petrachi'],['Edie Robinette-Petrachi'],25000.0,,,
0,tt10051320,Adopted in Danger,0,2019-01-26,TV-14,"['Cartel Pictures', 'Lifetime Television']",0,0,0,[],/name/nm0017698/,/name/nm0112043/,/name/nm2979225/,/name/nm2569810/,/name/nm1292126/,/name/nm1459008/,/name/nm8453187/,/name/nm0476056/,/name/nm3730720/,/name/nm2575416/,['Craig Goldstein'],"['Carrie McCrossen', 'Ian McWethy']",,,,
0,tt10051586,Scare Attraction,0,2019-10-14,,"['Greenway Entertainment', 'ITN Films']",0,0,0,[],/name/nm5366001/,/name/nm9354557/,/name/nm7445406/,/name/nm6761471/,/name/nm0309575/,/name/nm2200431/,/name/nm9830516/,/name/nm6046336/,/name/nm0178793/,/name/nm5315392/,['Steven M. Smith'],"['Christopher Jolley', 'Steven M. Smith']",150000.0,,,
0,tt10052290,Faustina: Love and Mercy,0,2019-10-28,,"['Fundacja Filmowa im. Sw. Maksymiliana Kolbe', 'Kino Swiat']",0,0,0,[],/name/nm4069220/,/name/nm0540925/,/name/nm0149286/,/name/nm2545819/,/name/nm0194305/,/name/nm0333116/,/name/nm0096947/,/name/nm0506858/,/name/nm1572675/,/name/nm0416051/,['Michal Kondrat'],"['Eliza Bahr', 'Michal Kondrat']",2243180.0,3498887.0,,
0,tt10053270,AB,0,2019-04-13,,[],0,0,0,[],/name/nm0651660/,,,,,,,,,,['Tim De Paepe'],"['Scott Bloch', 'Tim De Paepe']",70.0,,,
0,tt10054544,VI,0,2019-06-06,,['Spektre Productions'],0,0,0,[],/name/nm7639511/,/name/nm11265421/,/name/nm10705176/,/name/nm8591572/,/name/nm8591574/,/name/nm9141078/,/name/nm7641892/,/name/nm7639509/,,,['Jesus Pasos'],"['Andrew Glynn', 'Jesse Gutierrez', 'Jesus Pasos']",3500.0,,,
0,tt10054952,3D Print Masters,0,2019-04-01,,"['Motion Picture Video', 'Amazon Prime Video']",0,0,0,[],/name/nm9130278/,/name/nm9130280/,/name/nm9368256/,/name/nm9130279/,/name/nm9130281/,/name/nm10561933/,/name/nm10561935/,/name/nm10561934/,/name/nm10561936/,/name/nm1795319/,['Brett Gerking'],"['Scott Tarcy', 'Gina Watson']",500000.0,,,
0,tt10055770,Vellai Pookal,0,2019-04-19,Not Rated,"['Indus Creations', 'Ksquare Entertainments']",0,0,0,[],/name/nm0900266/,/name/nm1706602/,/name/nm6299092/,/name/nm10622427/,/name/nm6046822/,/name/nm7606234/,/name/nm9904658/,/name/nm10614417/,/name/nm9136887/,/name/nm6233843/,['Vivek Elangovan'],"['Shanmuga Bharathi', 'Vivek Elangovan']",2349.0,,,
0,tt10056452,Zombolicious,0,2019-05-24,,[],0,0,0,[],/name/nm10563058/,/name/nm10563057/,/name/nm10563059/,/name/nm10563056/,,,,,,,[],['Alec'],5.0,,,
0,tt10056510,Dharma Prabhu,0,2019-06-28,,"['Sri Vaari Film', 'Golden Cinema']",0,0,0,[],/name/nm6489058/,/name/nm1007581/,/name/nm3163756/,,,,,,,,['S. Muthukumaran'],[],,,,
0,tt10059414,We Stand Corrected,0,2019,,[],0,0,0,[],,,,,,,,,,,['Richie Elson'],[],20000.0,,,
