,title_code,title,runtime,release_date,rating,prod_co,metaScore,metaUserScore,imdb_rating,genre,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,directors,writers,budget,opening_wknd,gross_dom,gross_int
0,tt10885252,The Ears of Menieres,0,,,[],0,0,0,[],,,,,,,,,,,['Jill Salvino'],[],,,,
0,tt10885994,Shakira in Concert: El Dorado World Tour,0,2019-11-13,,['Sunflower Films International'],0,0,0,[],/name/nm0787680/,/name/nm11517225/,/name/nm11519665/,,,,,,,,['James B. Merryman'],[],111273.0,271586.0,294677.0,
0,tt10886382,Analog: The Art & History Of Reel-To-Reel Tape Recording,0,2019-07-07,,"['Vision Laboratories', '360 Sound and Vision Productions']",0,0,0,[],,,,,,,,,,,['Dwayne Buckle'],['Dwayne Buckle'],,,,
0,tt10887266,The Days of Noah Part 3: The Valley of Decision,0,2019-07-02,,"['Laymen Ministries', 'Laymen Ministries']",0,0,0,[],/name/nm10421110/,/name/nm3761961/,/name/nm10439298/,/name/nm6644716/,/name/nm10439302/,/name/nm10439296/,/name/nm10949540/,/name/nm10439303/,/name/nm5748837/,/name/nm10439297/,['Michael McCaffrey'],['Michael McCaffrey'],,,,
0,tt10887286,The Days of Noah Part 4: Ark of Fire,0,2019-07-02,,"['Laymen Ministries', 'Laymen Ministries']",0,0,0,[],/name/nm3761961/,/name/nm10439298/,/name/nm6644716/,/name/nm10439302/,/name/nm10439296/,/name/nm10949540/,/name/nm10439303/,/name/nm5748837/,/name/nm10439297/,/name/nm10439099/,['Michael McCaffrey'],['Michael McCaffrey'],,,,
0,tt10887468,French Touch: Between Men,0,2019-04-11,,['Agence du Court Métrage'],0,0,0,[],/name/nm5005426/,/name/nm8748509/,/name/nm7923388/,,,,,,,,"['Emma Benestan', 'Satya Dusaugey', 'Guillaume Foirest', 'Chabname Zariab']","['Emma Benestan', 'Marion Desseigne-Ravel', 'Satya Dusaugey', 'Guillaume Foirest', 'Julien Guetta', 'Morgan Simon', 'Chabname Zariab']",,,,
0,tt10887642,Great Mysteries Of The Sphinx,0,2019-09-17,,"['360 Sound and Vision Productions', '360 Sound and Vision Productions']",0,0,0,[],,,,,,,,,,,['Dwayne Buckle'],['Dwayne Buckle'],,,,
0,tt10887662,Ancient Symbols,0,2019-09-17,,"['360 Sound and Vision Productions', '360 Sound and Vision Productions']",0,0,0,[],,,,,,,,,,,['Dwayne Buckle'],['Dwayne Buckle'],,,,
0,tt10887674,Ancient Astronauts,0,2019-09-17,,"['360 Sound and Vision Productions', '360 Sound and Vision Productions']",0,0,0,[],,,,,,,,,,,['Dwayne Buckle'],['Dwayne Buckle'],,,,
0,tt10891886,Among Us,0,2019,,"['Omnium Media', 'Vision Films']",0,0,0,[],/name/nm9883423/,,,,,,,,,,['Caroline Cory'],[],,,,
0,tt10892766,The Twilight Zone: A 60th Anniversary Celebration,0,2019-11-14,,['Fathom Events'],0,0,0,[],,,,,,,,,,,[],[],248514.0,248514.0,,
0,tt10895610,Float,0,2019-05-15,,"['Epic Level Entertainment', 'Green Apple Entertainment', 'Green Apple Entertainment']",0,0,0,[],/name/nm10961830/,/name/nm10961832/,/name/nm10961829/,/name/nm10961831/,/name/nm10962104/,,,,,,['Karl Preusser'],[],,,,
0,tt10896172,Cuddle Weather,0,,,"['Regal Films', 'Regal Films']",0,0,0,[],/name/nm4212988/,/name/nm5374812/,/name/nm0273018/,/name/nm1286752/,/name/nm0233616/,/name/nm0611644/,/name/nm1723035/,/name/nm9762414/,/name/nm11485696/,/name/nm11485697/,['Rod Marmol'],['Rod Marmol'],,,,
0,tt10899680,The Sleepwalkers,0,2019-10-18,,"['Oriental Films', 'Meikincine Entertainment', 'trigon-film']",0,0,0,[],/name/nm0729050/,/name/nm9367845/,/name/nm0547681/,/name/nm0956249/,/name/nm0376655/,/name/nm6710927/,/name/nm2109624/,/name/nm1304641/,/name/nm11456254/,/name/nm11456255/,['Paula Hernández'],['Paula Hernández'],13249.0,,,
0,tt10900092,The Wood Brothers,0,2019-08-30,,"['NASCAR Productions', 'NBC Sports']",0,0,0,[],/name/nm0648249/,/name/nm10952400/,/name/nm10952401/,,,,,,,,['Jeff Schafer'],"['Jon Housholder', 'Jeff Schafer']",,,,
0,tt10900342,The Cry Nobody Heard,0,2019-08-08,,[],0,0,0,[],/name/nm11050898/,/name/nm10952479/,/name/nm10944250/,/name/nm10222314/,/name/nm10944253/,/name/nm10952478/,/name/nm5959275/,/name/nm10952481/,/name/nm10952480/,/name/nm4701192/,['Annie Johnson'],['Annie Johnson'],,,,
0,tt10901588,The Brighton Miracle,0,,,"['Eastpool Films', 'Silvertrak']",0,0,0,[],/name/nm0607325/,/name/nm4410706/,/name/nm3006355/,/name/nm0473802/,/name/nm0945335/,/name/nm5622107/,/name/nm5810590/,/name/nm1385574/,/name/nm4258381/,/name/nm7756647/,['Max Mannix'],['Max Mannix'],7000000.0,,,
0,tt10904418,Midnight Diner,0,2019-09-20,,[],0,0,0,[],/name/nm0504899/,/name/nm1683092/,/name/nm1703537/,/name/nm1403892/,/name/nm0157805/,/name/nm4369324/,/name/nm3807582/,/name/nm3293113/,/name/nm0298689/,/name/nm7390316/,['Tony Ka Fai Leung'],"['Yarô Abe', 'Simon Chen', 'Chris Chow', 'Yingxin Zhu']",10861.0,18555.0,3412771.0,
0,tt10905616,Raja Vaaru Rani Gaaru,0,2019-11-29,,['SL Entertainments'],0,0,0,[],/name/nm10954569/,/name/nm11459719/,/name/nm11459721/,/name/nm10273278/,/name/nm11459718/,/name/nm11459717/,/name/nm10954570/,/name/nm10954572/,/name/nm10954571/,/name/nm11459725/,['Ravi Kiran Kola'],['Ravi Kiran Kola'],,,,
0,tt10905830,Once Upon A Time in Philly,0,,,[],0,0,0,[],,,,,,,,,,,[],[],,,,
0,tt10906282,The christian kings of the middle east,0,2019-01-18,,"['Tyche-Fortuna', 'YouTube']",0,0,0,[],/name/nm1450016/,/name/nm2245114/,,,,,,,,,['Prince Gharios'],"['Prince Gharios', 'Joseph Kechichian']",150000.0,,,
0,tt10907306,Creature from the Haunted Sea,0,2019-07-14,,[],0,0,0,[],/name/nm10955183/,/name/nm10955186/,/name/nm10955181/,/name/nm10955191/,/name/nm10955180/,/name/nm10955190/,/name/nm10959060/,/name/nm10955188/,/name/nm10955189/,/name/nm10955182/,['Teagan Craft'],"['Teagan Craft', 'Charles B. Griffith']",210.0,,,
0,tt10910274,A Favorable Outcome,0,,,[],0,0,0,[],,,,,,,,,,,[],['Christan van Slyke'],,,,
0,tt10910606,The Gore Noir Eighth Anniversary Special,0,2019-09-01,,"[""Kadian's Trash Bin Productions""]",0,0,0,[],/name/nm10956564/,/name/nm10956565/,/name/nm10956553/,/name/nm10956558/,/name/nm9332125/,/name/nm2459665/,/name/nm10956563/,/name/nm10956561/,/name/nm10956556/,/name/nm10956555/,['Kevin Neece'],[],10.0,,,
0,tt10910814,Titanium,0,2019-06-01,TV-14,"['Uncle Kenny Films', 'Uncle Kenny Films']",0,0,0,[],/name/nm10884504/,/name/nm10884502/,/name/nm10956727/,/name/nm10884503/,,,,,,,['Kevin'],"['Kenneth', 'Trey']",100.0,,,
0,tt10910822,Tholubommalata,0,2019-11-21,,['Suma Durga Creations'],0,0,0,[],/name/nm3808948/,/name/nm0707399/,/name/nm6845066/,/name/nm8346572/,/name/nm3648279/,/name/nm10956730/,/name/nm10521068/,/name/nm10954617/,,,['Vishwanath Maganti'],[],,,,
0,tt10910920,MrBizness Presents: Friday Nights with Banshee Will,0,2019-07-20,,"['Mrbizness Productions', 'MrBizness Productions']",0,0,0,[],/name/nm10859672/,/name/nm10956786/,,,,,,,,,['Mrbizness'],['Mrbizness'],250.0,,,
0,tt10911282,Maneater: The Maria Manic Career Retrospective & Interview,0,2019-08-24,,['Smart Mark Video'],0,0,0,[],/name/nm8272585/,/name/nm10355497/,/name/nm7852520/,/name/nm10355501/,/name/nm1747783/,/name/nm10956924/,/name/nm9886010/,/name/nm1416218/,/name/nm7063782/,/name/nm6679877/,['Matt Tremont'],[],,,,
0,tt10911284,Staged Fighter,0,2019-06-03,,['Chester Films Inc.'],0,0,0,[],/name/nm8067333/,/name/nm3580368/,/name/nm5955986/,/name/nm10956926/,/name/nm10494282/,/name/nm9405038/,/name/nm10749322/,/name/nm10148045/,/name/nm3879224/,/name/nm7806595/,['Chester Indiviglio Indiviglio'],['Chester Indiviglio Indiviglio'],20000.0,,,
0,tt10911408,Let's Be Frank,0,2019-06-28,,[],0,0,0,[],/name/nm10957282/,/name/nm10957284/,/name/nm10957280/,/name/nm10957068/,/name/nm10957071/,/name/nm10957283/,/name/nm9290262/,/name/nm10957281/,/name/nm10957287/,/name/nm10957286/,['Alex Oas'],[],3000.0,,,
0,tt10911904,The Rock: The Therese Rocco Story,0,2019-03,,[],0,0,0,[],,,,,,,,,,,['Sharon Liotus'],[],,,,
0,tt10913756,Finding Home in Boomtown,0,2019-05-25,,['Maxwell Filmworks'],0,0,0,[],,,,,,,,,,,['Matt Maxwell'],[],,,,
0,tt10914182,American Tragedy,0,2019-09-19,,['Boldrush!'],0,0,0,[],,,,,,,,,,,['Josh Sabey'],"['Josh Sabey', 'Lisa Sabey', 'Zak Ciotti']",,,,
0,tt10914460,Espionage,0,2019-05-29,,"['Broadway Kids Studio', 'BKS Cinema']",0,0,0,[],/name/nm9975572/,/name/nm9939205/,/name/nm10959334/,/name/nm10959330/,/name/nm10959329/,/name/nm9938985/,/name/nm10959347/,/name/nm10959378/,/name/nm10959331/,/name/nm10959333/,['Kailyn Blanco'],"['Dylan Akman', 'Kailyn Blanco', 'Jasmine Damas', 'Daniela Drukteinis', 'Leilani Fyffe', 'Sofia Gonzalez', 'Lily Moscowitz', 'Maiya Russell', 'Julia Saffrin', 'Matthew Sosa']",5000.0,,,
0,tt10914488,BKS BTS: Props and Projects,0,2019-05-29,,"['Broadway Kids Studio', 'BKS Cinema']",0,0,0,[],/name/nm10959382/,/name/nm9975572/,/name/nm10959434/,/name/nm9939205/,/name/nm10959330/,/name/nm10959329/,/name/nm9938985/,/name/nm10959437/,/name/nm10959347/,/name/nm10959378/,['Kailyn Blanco'],"['Jasmine Damas', 'Daniela Drukteinis', 'Leilani Fyffe']",1000.0,,,
0,tt10914500,BKS BTS: Completing the Circle,0,2019-05-29,,"['Broadway Kids Studio', 'BKS Cinema']",0,0,0,[],/name/nm10959382/,/name/nm9975572/,/name/nm10959434/,/name/nm9939205/,/name/nm10959330/,/name/nm10959329/,/name/nm9938985/,/name/nm10959437/,/name/nm10959347/,/name/nm10959378/,['Emily Kogan'],"['Jasmine Damas', 'Daniela Drukteinis', 'Leilani Fyffe']",1000.0,,,
0,tt10915286,Tell Me Who I Am,0,2019-10-18,TV-MA,"['Lightbox', 'Netflix']",0,0,0,[],/name/nm7090187/,/name/nm10959925/,/name/nm10959926/,/name/nm9910087/,/name/nm11015358/,/name/nm11015357/,/name/nm5330792/,,,,['Ed Perkins'],[],,,,
0,tt10915928,Like a Prayer: A Documentary Film,0,2019-09-13,,['Maya Pros'],0,0,0,[],/name/nm8811631/,/name/nm10960415/,/name/nm8811632/,/name/nm3321561/,/name/nm10960416/,,,,,,['Oxana Nabokova'],['Oxana Nabokova'],,,,
0,tt10916166,Texas Flood,0,2019-10-21,,[],0,0,0,[],,,,,,,,,,,[],[],,,,
0,tt10916326,Notarangelo ladro di anime,0,,,"['Istituto Luce Cinecittà', 'Istituto Luce Cinecittà']",0,0,0,[],/name/nm7845861/,/name/nm0001596/,,,,,,,,,['David Grieco'],['David Grieco'],,,,
0,tt10917732,The Willow Man,0,2019-10-31,,"['Scenes Plus', 'Scenes Plus']",0,0,0,[],/name/nm6485638/,/name/nm8318745/,/name/nm7854905/,/name/nm10136189/,/name/nm10483899/,/name/nm10069353/,/name/nm10949845/,/name/nm6849824/,/name/nm8715162/,/name/nm7990506/,['Michael Scordakis'],['Michael Scordakis'],10000.0,,,
0,tt10918170,Sidewalk Entrepreneurs,0,2019-02-01,,"['Rps Media', 'Rps media']",0,0,0,[],/name/nm10960503/,,,,,,,,,,['Jefferson Elliott'],['Jefferson Elliott'],500.0,,,
0,tt10918482,La Taous Nikita 2,0,2019-12-01,,['Distrify Media'],0,0,0,[],/name/nm3030790/,/name/nm5810608/,/name/nm8627575/,/name/nm8748979/,/name/nm7338732/,/name/nm9945790/,/name/nm3574455/,/name/nm2408461/,/name/nm9607347/,/name/nm7851062/,['June Daguiso'],['June Daguiso'],15000.0,,,
0,tt10918524,Rescue Me: A Home 4 Spot,0,2019-09-03,,"['Zapruter Productions', 'Zapruter Productions']",0,0,0,[],,,,,,,,,,,['Cora Anne'],[],,,,
0,tt10919594,MrBizness Presents: The Return of Rod Mikey,0,2019-08-30,,"['Mrbizness Productions', 'Mrbizness Productions']",0,0,0,[],/name/nm10965970/,/name/nm10963402/,/name/nm10859672/,/name/nm10965969/,,,,,,,['Mrbizness'],[],2500.0,,,
0,tt10920376,Go Fish,0,2019-11-19,PG,"['Arcana Studio', 'Lionsgate']",0,0,0,[],/name/nm9529068/,/name/nm3692558/,/name/nm1406730/,/name/nm0000434/,/name/nm6030870/,/name/nm0573926/,/name/nm1660138/,/name/nm6178115/,/name/nm6589423/,/name/nm2846368/,"[""Sean Patrick O'Reilly""]","[""Sean Patrick O'Reilly""]",194097.0,,,
0,tt10921418,What if the Earth is Flat?,0,2019-08-24,,"['Now You See TV', 'Now You See TV']",0,0,0,[],/name/nm7392633/,/name/nm7801702/,/name/nm9338784/,/name/nm10557039/,/name/nm10557344/,/name/nm7392551/,/name/nm3277328/,/name/nm7592858/,/name/nm9580515/,,['Jacob Grant'],['Jacob Grant'],15000.0,,,
0,tt10922508,Shelby American,0,2019-11-22,,"['Chassy Media', 'Chassy Media']",0,0,0,[],/name/nm7469008/,/name/nm0025142/,/name/nm0004707/,/name/nm10965243/,/name/nm1405914/,/name/nm4859003/,/name/nm0094181/,/name/nm7469006/,/name/nm7469007/,/name/nm10965238/,"['Nate Adams', 'Adam Carolla']",[],,,,
0,tt10922596,Marian Days: A Spiritual and Cultural Homecoming,0,2019-05-02,,"['Ozarks Public Television', 'Ozarks Public Television']",0,0,0,[],,,,,,,,,,,['Tom Carter'],[],0.0,,,
0,tt10922610,Jodi,0,2019-09-05,,"['Bhavna Creations', 'Phars Film']",0,0,0,[],/name/nm11142304/,/name/nm11142307/,/name/nm11142300/,/name/nm11142297/,/name/nm7448309/,/name/nm10573598/,/name/nm11142306/,/name/nm11142301/,/name/nm11142296/,/name/nm3808948/,['Vishwanath Arigela'],[],,,,
0,tt10922986,Tuesday Never Comes,0,2019-09-02,,['Cinema Drifter'],0,0,0,[],/name/nm8903599/,/name/nm10967844/,/name/nm7201964/,/name/nm2090292/,/name/nm3512613/,/name/nm9490139/,/name/nm6665949/,/name/nm4236872/,,,['Jason Hawkins'],['Jason Hawkins'],,,,
0,tt10923222,Bitiya Chhathi Mai Ke,0,2019-04-12,,['Tanvi Multimedia'],0,0,0,[],/name/nm8075098/,/name/nm10945890/,/name/nm10945621/,/name/nm10965726/,,,,,,,['Sujeet Verma'],[],,,,
0,tt10924716,The Crystal Calls - Making the Dark Crystal: Age of Resistance,0,2019-08-30,,"['Definitive Film', 'Netflix']",0,0,0,[],/name/nm2731620/,/name/nm5061513/,/name/nm3312348/,/name/nm0090741/,/name/nm1480745/,/name/nm0111732/,/name/nm2511203/,/name/nm2237150/,/name/nm2322401/,/name/nm0165159/,['Randall Lobb'],[],,,,
0,tt10925062,Maybe Next Year,0,2019-10-21,,[],0,0,0,[],,,,,,,,,,,['Kyle Thrash'],[],,,,
0,tt10925430,For Love or Money? A Poker Documentary,0,2019-08-21,,[],0,0,0,[],/name/nm10967130/,/name/nm10967134/,/name/nm10967132/,/name/nm10967129/,/name/nm8587846/,/name/nm10967133/,/name/nm7571521/,/name/nm10967128/,/name/nm10967127/,/name/nm1813332/,[],['Michael Bailey'],6200.0,,,
0,tt10925438,"A World Worth Imagining - Jacque Fresco, the Man with the Plan",0,2019-11-10,,['S.O.U.L. Documentary'],0,0,0,[],/name/nm0294347/,/name/nm2399888/,,,,,,,,,"['Kip Baldwin', 'Joel Holt']",[],300000.0,,,
0,tt10925604,Theo and John Talk Nonsense,0,2020-01-01,,[],0,0,0,[],/name/nm1678610/,/name/nm5849408/,,,,,,,,,['John B. Reed'],"['Theodore Bouloukos', 'John B. Reed']",,,,
0,tt10925802,Pray: The Story of Patrick Peyton,0,,,['Family Theater Productions'],0,0,0,[],,,,,,,,,,,['Jonathan Cipiti'],"['Matthew Donlan', 'Megan Harrington']",,,,
0,tt10925838,A Beauty & The Beast Christmas,0,2019-12-15,TV-G,"['The Asylum', 'ION Television']",0,0,0,[],/name/nm0005234/,/name/nm1343254/,/name/nm0445987/,/name/nm6514896/,/name/nm3941817/,/name/nm0629731/,/name/nm1764169/,/name/nm5061226/,/name/nm4703276/,/name/nm0304679/,['Dylan Vox'],['Scotty Mullen'],,,,
0,tt10925970,Double Blind,0,,,[],0,0,0,[],/name/nm9128973/,/name/nm0226936/,/name/nm10621481/,,,,,,,,['Jacob Staudenmaier'],"['Ana Paula Silvani', 'Jacob Staudenmaier']",4000.0,,,
0,tt10926056,Troubled Spirits,0,2019-09-01,,"['Sprrkle Media', 'Sprrkle Media']",0,0,0,[],/name/nm0009730/,/name/nm10967607/,/name/nm7815689/,/name/nm7815688/,/name/nm9732276/,/name/nm5775850/,/name/nm10875558/,/name/nm10895852/,/name/nm10118006/,/name/nm10194644/,['Petra Deeter'],['Petra Deeter'],650000.0,,,
0,tt10926356,The Coming,0,2019-12-31,,"['Green Apple Entertainment', 'Atonement Pictures']",0,0,0,[],/name/nm5678321/,/name/nm5952989/,/name/nm10967655/,/name/nm4517194/,/name/nm10967654/,/name/nm5909402/,/name/nm4474426/,/name/nm6064181/,/name/nm4955047/,/name/nm1815557/,['Joy Jones'],[],50000.0,,,
0,tt10926378,Blood Dust,0,,,[],0,0,0,[],/name/nm0512386/,/name/nm5911433/,/name/nm8298908/,/name/nm5923110/,,,,,,,['Batya Cruz'],['Batya Cruz'],,,,
0,tt10926440,Annie Do You Still Love Me?,0,,,[],0,0,0,[],/name/nm8148093/,/name/nm10039389/,/name/nm5959275/,/name/nm10222314/,/name/nm10462023/,/name/nm10944240/,/name/nm10944243/,/name/nm10944246/,/name/nm10944252/,/name/nm10944247/,['Annie Johnson'],['Annie Johnson'],,,,
0,tt10927122,Killer Sofa,0,2019-10-01,,[],0,0,0,[],/name/nm0112400/,/name/nm5909914/,/name/nm10372778/,/name/nm9042793/,/name/nm3641238/,/name/nm10968236/,/name/nm10968235/,/name/nm8649821/,/name/nm10268179/,/name/nm6441948/,['Bernie Rao'],['Bernie Rao'],,,,
0,tt10927830,The Low Lives,0,,,['Tot Films Production'],0,0,0,[],/name/nm8645939/,/name/nm6879632/,/name/nm5983128/,/name/nm9314984/,/name/nm10968848/,/name/nm4765283/,/name/nm9020613/,/name/nm8280030/,/name/nm10353571/,/name/nm7357196/,['Mikhail Tot'],['Mikhail Tot'],0.0,,,
0,tt10927906,Tazza: One-Eyed Jack,0,2019-09-20,,"['BA Entertainment', 'Well Go USA Entertainment']",0,0,0,[],/name/nm3683989/,/name/nm0753486/,/name/nm6461225/,/name/nm10498040/,/name/nm2440234/,/name/nm4299091/,/name/nm6458025/,/name/nm1040587/,/name/nm5589490/,/name/nm1569807/,['Oh-Kwang Kwon'],"['Yeong-man Heo', 'Oh-Kwang Kwon']",41139.0,97655.0,16572611.0,
0,tt10927952,Avil,0,2019-12-08,,"['D.ART Films', 'Secret Identity Pictures']",0,0,0,[],/name/nm0572499/,/name/nm0348561/,/name/nm10925727/,/name/nm4935406/,/name/nm11224620/,/name/nm11274188/,,,,,['Sofia Drai'],['Sofia Drai'],,,,
0,tt10928430,Korea: Twin Tunnels,0,2019-06-07,,['Army University Press'],0,0,0,[],/name/nm10969454/,/name/nm10969455/,/name/nm10969456/,/name/nm10969457/,/name/nm10969453/,,,,,,"['Kimball Johnson', 'Robert J. Thompson']","['Christopher Carey', 'Steven Clay', 'Charles Collins', 'Adam Hoffsette', 'Kimball Johnson', 'Kimball Johnson', 'Randy Masten', 'Roy Parker', 'Angela Riotto', 'Robert J. Thompson']",,,,
0,tt10928634,Life as a House,0,2019-08-28,,[],0,0,0,[],/name/nm10969686/,,,,,,,,,,['Mrigank Pandey'],[],,,,
0,tt10928650,Wants and Needs,0,2019-08-28,,[],0,0,0,[],/name/nm10969697/,/name/nm7772589/,,,,,,,,,['Colburn South'],[],,,,
0,tt10928664,The Hand Off,0,2019-08-28,,[],0,0,0,[],/name/nm1129259/,/name/nm7772589/,,,,,,,,,['Colburn South'],[],,,,
0,tt10928698,Exit Interview,0,2019-08-28,,[],0,0,0,[],/name/nm10969746/,/name/nm7772589/,,,,,,,,,['Colburn South'],[],,,,
0,tt10928736,Lunch Order,0,2019-08-30,,[],0,0,0,[],/name/nm10969777/,/name/nm10728466/,,,,,,,,,['Andrew Essig'],[],,,,
0,tt10928774,Ultimatum,0,2019-08-30,,[],0,0,0,[],/name/nm10969801/,/name/nm10728466/,,,,,,,,,['Shonak Nayak'],[],,,,
0,tt10928818,Its Been Hard,0,2019-08-30,,[],0,0,0,[],/name/nm10969827/,/name/nm7369174/,,,,,,,,,['Elnar Mukhame'],[],,,,
0,tt10928864,Love Sick,0,2019-09-04,,[],0,0,0,[],/name/nm10969883/,/name/nm10969777/,/name/nm10969854/,,,,,,,,['Anthony A Villanueva'],[],,,,
0,tt10928888,Solid Advise,0,2019-09-04,,[],0,0,0,[],/name/nm10969880/,/name/nm10969854/,,,,,,,,,['Anthony A Villanueva'],[],,,,
0,tt10928902,Dragonfly,0,,,[],0,0,0,[],/name/nm7688164/,/name/nm10969890/,/name/nm8729086/,/name/nm5295905/,/name/nm6019863/,/name/nm7150498/,/name/nm6644198/,/name/nm11355764/,/name/nm11355767/,/name/nm11355773/,['Nicholas Marchetti'],['Nicholas Marchetti'],,,,
0,tt10928936,Partners in Crime,0,2019-09-04,,[],0,0,0,[],/name/nm0973778/,/name/nm10969910/,,,,,,,,,['Andrew Essig'],[],,,,
0,tt10928942,Love Sick,0,2019-09-04,,[],0,0,0,[],/name/nm10969883/,/name/nm10969854/,,,,,,,,,['Anthony A Villanueva'],[],,,,
0,tt10928950,A Deeper Threat,0,2019-09-04,,[],0,0,0,[],/name/nm10969928/,/name/nm10969927/,,,,,,,,,['Anthony A Villanueva'],[],,,,
0,tt10928982,Do The Right Thing,0,2019-09-04,,[],0,0,0,[],/name/nm10955104/,/name/nm6776811/,,,,,,,,,['Mrigank Pandey'],['Khris Augustine'],,,,
0,tt10928992,Addicted to Pain,0,2019-09-04,,[],0,0,0,[],/name/nm10955104/,/name/nm2656641/,,,,,,,,,['Mrigank Pandey'],['Khris Augustine'],,,,
0,tt10929032,Accusations of Murder,0,2019-09-04,,[],0,0,0,[],/name/nm10548166/,/name/nm10970008/,,,,,,,,,['Andrew Essig'],[],,,,
0,tt10929058,The Ability to Accept,0,2019-09-04,,[],0,0,0,[],/name/nm7754392/,/name/nm10970037/,,,,,,,,,['Mrigank Pandey'],[],,,,
0,tt10929076,Bugged,0,2019-09-05,,[],0,0,0,[],/name/nm10973856/,/name/nm7648264/,,,,,,,,,['Mrigank Pandey'],[],,,,
0,tt10929218,Black,0,2019-02,,[],0,0,0,[],/name/nm6934797/,/name/nm5463313/,/name/nm10033742/,/name/nm9224440/,/name/nm8657463/,/name/nm8039255/,/name/nm7324377/,/name/nm1265573/,/name/nm10033740/,/name/nm6254102/,['David J. Buchanan'],"['Dingani Beza', 'Zondwayo Beza', 'David J. Buchanan']",,,,
0,tt10930912,The Second Target,0,2019-09-06,,[],0,0,0,[],/name/nm10971460/,,,,,,,,,,['Graham Holliday'],['Graham Holliday'],180.0,,,
0,tt10931032,I Was Always Supposed to Be Here,0,2019-09-01,,[],0,0,0,[],/name/nm10978374/,,,,,,,,,,['Jonathan Nunan'],[],,,,
0,tt10931910,Red Sunset Drive,0,2019-10,,['Fearless Cinema'],0,0,0,[],/name/nm7940319/,/name/nm4952029/,/name/nm10998492/,/name/nm1687633/,/name/nm5846723/,/name/nm2049850/,/name/nm9794846/,/name/nm6403247/,/name/nm1601188/,/name/nm5846724/,['Thor Moreno'],"['Thor Moreno', 'Jan Walters']",,,,
0,tt10934482,I'm Not Surprised,0,2019-08,,['Beige Frequency'],0,0,0,[],/name/nm10973294/,/name/nm3618702/,,,,,,,,,['Beige Frequency'],['Beige Frequency'],,,,
0,tt10935540,Willards Legends and Idols,0,,,['Artists In Hollywood'],0,0,0,[],/name/nm0026963/,/name/nm11139741/,/name/nm1180265/,,,,,,,,['Mark Knudson'],"['Mark Knudson', 'Willard Snow']",,,,
0,tt10936240,Naruto Evolution Episode One: Bonds,0,,,['StreetNerds Productions'],0,0,0,[],/name/nm8422990/,/name/nm10606020/,/name/nm10791554/,/name/nm6595552/,/name/nm6413676/,/name/nm8774148/,/name/nm10974282/,/name/nm10918052/,/name/nm8903617/,/name/nm10611244/,['Mavrick Vo'],['Mavrick Vo'],,,,
0,tt10936428,Ferets' Life,0,,,[],0,0,0,[],/name/nm0124920/,/name/nm0209311/,/name/nm6727521/,/name/nm5160416/,/name/nm11014229/,/name/nm10374429/,/name/nm11014231/,/name/nm11014235/,/name/nm2899956/,/name/nm10381785/,['Creston McKim'],[],,,,
0,tt10938882,Love Doll,0,,,[],0,0,0,[],/name/nm3672989/,/name/nm0866608/,/name/nm6096585/,/name/nm1697146/,/name/nm2053805/,/name/nm10975588/,/name/nm0813474/,/name/nm5245909/,/name/nm10584493/,/name/nm5009343/,['Michael T. Flores'],['Michael T. Flores'],,,,
0,tt10939018,Without Wax: A Story of True Evil,0,2019-12-01,,"['Corked Media', 'TBA']",0,0,0,[],,,,,,,,,,,['Michael Neal'],[],5000.0,,,
0,tt10939360,Bunny Boy,0,2019-09-09,,"['The Thing in the Basement Productions', 'FilmFreeway']",0,0,0,[],/name/nm10182810/,/name/nm10326182/,/name/nm10182828/,,,,,,,,['Travis Darkow'],['Travis Darkow'],25.0,,,
0,tt10939390,Final Approach,0,2019-10-12,,['Authors Issue'],0,0,0,[],/name/nm10939073/,/name/nm10024868/,/name/nm2740171/,/name/nm8171454/,/name/nm3693795/,/name/nm10976399/,/name/nm8568020/,/name/nm10976395/,/name/nm10976397/,/name/nm10976398/,['Lamonte Hawley'],['Lamonte Hawley'],15000.0,,,
0,tt10939446,Ceremony of Innocence,0,2019-09-05,,['Commutator Collective'],0,0,0,[],/name/nm9305314/,/name/nm8441027/,/name/nm10976429/,/name/nm10976430/,/name/nm10976431/,/name/nm8441026/,/name/nm10976412/,/name/nm4603960/,/name/nm8441024/,/name/nm9305316/,['Elliot Masters'],['Elliot Masters'],,,,
0,tt10939474,Once Upon a Time in the Apocalypse,0,,,[],0,0,0,[],/name/nm0696385/,/name/nm5364888/,/name/nm6612111/,/name/nm4408784/,/name/nm7806589/,/name/nm3803303/,/name/nm4841919/,/name/nm11003358/,/name/nm8992725/,/name/nm11003251/,['Nathan Willard'],['Nathan Willard'],,,,
0,tt10939812,The Last White Man,0,2019-09-10,,"['Bad Fish Films', 'Random Media']",0,0,0,[],/name/nm3266546/,/name/nm0255185/,/name/nm5022728/,/name/nm3577413/,/name/nm0482458/,/name/nm10979258/,/name/nm3614526/,/name/nm10979257/,,,['Rob Tyler'],['Rob Tyler'],100000.0,,,
