,title,runtime,release_date,rating,prod_co,metaScore,metaUserScore,imdb_rating,genre,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,directors,writers,budget,opening_wknd,gross_dom,gross_int,title_code
0,Wonder Woman,0,2017-06-02,PG-13,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']",/name/nm2933757/,/name/nm1517976/,/name/nm0000705/,/name/nm0205063/,/name/nm0001567/,/name/nm0396812/,/name/nm0000667/,/name/nm0846548/,/name/nm0001971/,/name/nm4726999/,['Patty Jenkins'],"['Allan Heinberg', 'Zack Snyder', 'Allan Heinberg', 'Jason Fuchs', 'William Moulton Marston', 'Harry G. Peter']",149000000.0,103251471.0,412563408.0,821847012.0,tt0451279
0,The Only Living Boy in New York,0,2017-08-11,R,"['Amazon Studios', 'Roadside Attractions']",0,0,0,['Drama'],/name/nm4360085/,/name/nm0000295/,/name/nm0000112/,/name/nm0633223/,/name/nm0000313/,/name/nm4169922/,/name/nm0004883/,/name/nm0001728/,/name/nm0243117/,/name/nm0000529/,['Marc Webb'],['Allan Loeb'],54458.0,624332.0,2550321.0,,tt0460890
0,Suburbicon,0,2017-10-27,R,"['Black Bear Pictures', 'Bloom', 'Paramount Pictures']",0,0,0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",/name/nm0000354/,/name/nm0000194/,/name/nm1209966/,/name/nm7415871/,/name/nm0598569/,/name/nm8521013/,/name/nm8420743/,/name/nm1480602/,/name/nm0007018/,/name/nm0359695/,['George Clooney'],"['Joel Coen', 'Ethan Coen', 'George Clooney', 'Grant Heslov']",25000000.0,2840246.0,5775178.0,12751667.0,tt0491175
0,Tulip Fever,0,2017-09-01,R,"['Worldview Entertainment', 'The Weinstein Company', 'Paramount Pictures']",0,0,0,"['Drama', 'History', 'Romance']",/name/nm2539953/,/name/nm2851530/,/name/nm1925239/,/name/nm0334441/,/name/nm0390903/,/name/nm1285162/,/name/nm0571727/,/name/nm0388061/,/name/nm0768936/,/name/nm0302108/,['Justin Chadwick'],"['Deborah Moggach', 'Tom Stoppard', 'Deborah Moggach']",25000000.0,1158017.0,2455635.0,9204549.0,tt0491203
0,Chips,0,2017-03-24,R,"['Primate Pictures', 'Warner Bros.']",0,0,0,"['Action', 'Comedy', 'Crime']",/name/nm0671567/,/name/nm1009277/,/name/nm0000352/,/name/nm4023073/,/name/nm2537621/,/name/nm0111013/,/name/nm0926086/,/name/nm0429114/,/name/nm1218621/,/name/nm0434223/,['Dax Shepard'],"['Rick Rosner', 'Dax Shepard']",25000000.0,7722802.0,18600152.0,26800152.0,tt0493405
0,Rings,0,2017-02-03,PG-13,"['Macari/Edelstein', 'Paramount Pictures']",0,0,0,"['Drama', 'Horror', 'Mystery', 'Romance']",/name/nm4436761/,/name/nm1025139/,/name/nm0301959/,/name/nm0000352/,/name/nm1631435/,/name/nm0604507/,/name/nm3221619/,/name/nm5604932/,/name/nm1813534/,/name/nm2270016/,['F. Javier Gutiérrez'],"['David Loucka', 'Jacob Estes', 'Akiva Goldsman', 'David Loucka', 'Jacob Estes', 'Kôji Suzuki']",25000000.0,13002632.0,27793018.0,83080890.0,tt0498381
0,Krystal,0,2018-04-13,R,"['Dorian Media', 'Great Point Media', 'Paladin']",0,0,0,"['Comedy', 'Drama']",/name/nm0206257/,/name/nm3538718/,/name/nm1939267/,/name/nm2652716/,/name/nm0005031/,/name/nm0000513/,/name/nm3632976/,/name/nm0289213/,/name/nm0001209/,/name/nm0000870/,['William H. Macy'],['Will Aldis'],37516.0,37516.0,,,tt0835802
0,Justice League,0,2017-11-17,PG-13,"['Warner Bros.', 'Warner Bros.']",0,0,0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",/name/nm0000255/,/name/nm2933757/,/name/nm0597388/,/name/nm3009232/,/name/nm0147147/,/name/nm0010736/,/name/nm3570321/,/name/nm0000460/,/name/nm0000178/,/name/nm0001567/,['Zack Snyder'],"['Jerry Siegel', 'Joe Shuster', 'Chris Terrio', 'Zack Snyder', 'Chris Terrio', 'Joss Whedon', 'Gardner Fox', 'Bob Kane', 'Bill Finger', 'William Moulton Marston', 'Jack Kirby']",300000000.0,93842239.0,229024295.0,657924295.0,tt0974015
0,2:22,0,2017-06-30,PG-13,"['Ingenious Media', 'Good Universe', 'Magnet Releasing']",0,0,0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",/name/nm0401264/,/name/nm1954240/,/name/nm2730580/,/name/nm0914113/,/name/nm0035788/,/name/nm2905939/,/name/nm0220450/,/name/nm3600780/,/name/nm0450274/,/name/nm0124728/,['Paul Currie'],"['Todd Stein', 'Todd Stein', 'Nathan Parker']",294.0,422.0,3945729.0,,tt1131724
0,Jeepers Creepers III,0,2017-09-26,Not Rated,"['Infinity Films', 'Screen Media Films']",0,0,0,"['Action', 'Horror', 'Mystery', 'Thriller']",/name/nm0789976/,/name/nm6648061/,/name/nm0807503/,/name/nm0001236/,/name/nm5327070/,/name/nm4231366/,/name/nm4320647/,/name/nm3392019/,/name/nm2104119/,/name/nm0320788/,['Victor Salva'],"['Victor Salva', 'Victor Salva']",19151.0,2335162.0,4017852.0,,tt1139592
